utterance,intent
원격에 통풍에 하고 나면 . 100예상해야 겠지,일상
제주도는 태풍이 많이 불고 비가 많이 오던걸?,일상
우와 진짜 대단하긴 대단하다.,일상
새벽에 자주 깨요.,불면
가끔은 이런 삶이 힘들다 생각하다가도 다 제 탓이니까 제가 자초한 거니까,죄책감
집에만 있었어요.,무기력
먹는 양이 줄었는데 원인도 모르겠다,식욕저하
왜? 무슨일이야? 사고 친거야?,일상
다음 주까지도 계속 이럴까봐 너무 걱정돼.,초조함
그게 계속 반복이다이가 키키,일상
불안해서 다른 일에 집중이 안 돼,불안
그런데 그 방법으로 성공할지 진짜 해보고 싶어.,일상
아... 엄청 작은 투룸이구나 키키,일상
도로 속도 표지판이 요즘 60 키로 미만이에요,일상
입찰서류 머해야해?,일상
잠 드는게 어려워.,불면
그리고 초장 양념 만들고 키키,일상
어쩐지 이유없이 불안하더라,불안
키키 아냐 다여크 식사고 있어,일상
멤버쉽있냐고 할때 오케이 캐쉬백 적립하면 되는데,일상
엄마가 보고싶어서 방에서 혼자 몰래 울기도 했어요.,슬픔
약을 안 먹으면 진짜 한숨도 못 잔단 말이야. 그냥 밤 새야 돼.,불면
그래서 확진 수험생은 2주 전부터 사전에 지정된 치료 장소로 입소한다고 해,일상
보육원에 아이를 맡기는 일본인 보호자들과 대화가 원활하지 않아 답답했어.,초조함
나는 보기만 했지 내가 겪은 적은 없네,일상
다음에 나도 태안 여행 갈 때 물어볼게 거기 알려줘,일상
마쟈 나도 잘한 것 같아 하하,일상
친구가 없으니까 쉬는 날에도 항상 집에만 틀어박혀 있었어.,무기력
걸어 갈때 뒤모습은 귀여움 그 자체죠,일상
시어머니 때문에 너무 피로하고 멍한 기분이야,피로
공부 잘할거 같은뎅,일상
맞아 키키 달에 100은 벌 것 같은데?,일상
자고 일어났는데 얼굴 팅팅 붓고... 혈구 수치 확 떨어지고,일상
검사를 여러 개 했는데도 원인을 모르니까 답답하고 우울해.,우울감
뭘 해도 다 재미가 없는 것 같아.,무기력
아주 쉬운 일도 못 하고 있어,피로
얼마 전에는 오빠집에도 다녀오고 오빠집에도 딸아이가 있어서 울 아이가 너무 좋아하거든 언니 언니 부르면서,일상
예민해서 그런지 집안일 하는 것도 완전 개 짜증나고 다른 사람 탓하고,분노
나 빼고는 친구들이 모두 처녀라서 그런지 이상한 소외감이 드는 것 같아,외로움
외롭고 적적하고 왜 태어났는지 알 수가 없어,외로움
나이들면 주름 생기는 건 어쩔 수 없겠지?,일상
그 울분이 남아 있나 봐요 키키,일상
아 지난번에 제주도 갔다온 사람들?,일상
마음이 편하지 않고 조마조마해.,초조함
또? 키키 역시 반려 맛집 하하,일상
언니는 술 안마시잖아 키키 어떻게 해,일상
밤만 되면 성욕이 사라져,불면
아우 벌써 짜릿하다 너무 재밌다,일상
친구에게 가시 돋힌 말을 했던 게 너무 후회가 돼,죄책감
"말도 잘 못하고, 온몸이 굳어요.",초조함
잠을 푹 잘 수 없어.,불면
어머니 솜씨가 대단하신가 부다!,일상
나는 군대 있을 때 족발,일상
모델된 배우도 있고 사업하는 사람도 있고 그렇더라 키키,일상
"살이 2주 만에 8kg이나 빠졌어요. 누워있으면 걔 얼굴이 생각나고, 눈을 감아도 생각나고 미칠 것 같아요.",식욕저하
나 소개도 잘 안 들어오더라...,일상
알피지 게임을 해도 적적하더라,외로움
무기력해지고 가족들한테 짐만 돼.,무기력
누가 날 쳐다보면 초조해지면서 몸이 무거워져,초조함
사람 대하는게 많이 힘들더라구요.,무기력
어디 햄버거집에서 양심 없이 양상추를 뺐어?,일상
아 그거 나도 있었지 키키,일상
직장에서 잘리니까 진짜 무기력해진다,무기력
알바 열심히 해서 보일러 키렴...,일상
키키 해병대 맞아? 키키 에고,일상
씽은 노래가 너무 좋잖아,일상
"다 귀찮고, 잠만 자고 싶어.",무기력
엉 키키 나는 페퍼로니는 왜 시켜 먹는지 이해가 안 가,일상
좋은 기억과 나쁜 기억이구먼.,일상
잘 안생기고 스트레스 받을까봐 빨리 빨리 갖자고 한거같아요,일상
그냥 많이 자는 거 같아,피로
조금만 더 열심히 버텨볼 걸....,죄책감
v.o.s 노래 전곡 듣고 있는 중,일상
인생이 왜 이렇게 비참해졌을까,절망감
새벽에 시장 때문에 트럭 소리들이 조금 시끄럽지만 그래도 평소에는 조용하고 좋아.,일상
미국 조지아에서 한인들하고 아시아계 사람들 테러 했대,일상
소화 다 시키고 자는거 아닌이상,일상
나도 모르게 화를 낼 때도 있어요.,분노
이거 나중에 또 어떻게 찌우나 싶고 우울해서 울고만 싶고,우울감
불안해지는 이유가 뭐야?,불안
나중 일을 생각하면 너무 불안해져요,불안
스물 여덟인가?,일상
식욕이 없으니까 임신이냐고 사람들이 물어보데.,식욕저하
제로페이면 할인해준대서 했는데도 4천원 넘어서 놀람 키키,일상
한달 살기 하고 싶다,일상
한국사 자격증 따보려 하는데 어떻게 생각해?,일상
식욕이 없는 것 같아요.,식욕저하
예정일이 다가올수록 심란하고 어떤 걸 봐도 재미있지가 않아,무기력
면접 가기 전에 뭘 먹으면 체할 거 같더라구.,식욕저하
그 정도로 요즘 삶이 재미가 없어.,무기력
뭐 땜에?,일상
자존심 상하고 다른 사람들이 날 어떻게 생각할까 싶어서 걱정되고,자존감저하
어제는팥 오늘은 앙금,일상
내가 괜히 생사람 잡는 것 같아서 미안하기도 하고,죄책감
늘어져서 아무 일도 할 수가 없어요,불면
작은 일인데도 과민반응해,식욕저하
먹는 양이 진짜 엄청 많아,식욕증가
초조한데 아무것도 하기 싫어서 샤워도 잘 안 해,초조함
어제는 가 막 뛰쳐나와서 제가 같이 재워주고 나왔어요,일상
두피 건강도 엄청 중요하대,일상
아파트 카페에 한번 물어보고...,일상
배가 안 고파도 자꾸 엄청 주워먹게 되네,식욕증가
나 한약 40만원이잖아 일 하나면 절대 못산다,일상
운전면허 있는 사람들 있니?,일상
키키 이거 진짜 개빡치는 일 아니야!?,일상
오 지역별로 하나씩 알고 있는 거지?,일상
"우리는 13학년 모두 4일간 시험을 보는데, 3학년은 1차 지필평가가 없다는 얘기인가?",일상
나는 40씩 내고 있어 키키,일상
엄마때문에 뛰어내리고 싶어,자살충동
우주선 타고 가야죠 돈만 있으면 갈 수 있지 않을까요? 키키,일상
이렇게 사는 내가 너무 딱하고 한심스러워,자존감저하
도대체 어떤 얘기를 들었길래 하기도 전에 안하려고 햌 키키,일상
내가 말한 거지만 거기에 내가 상처 받게 되는 거야. 진짜 너무 속상했어.,슬픔
퀄리티도 괜찮고 예뻐서 너무 좋아,일상
작년 말부터 하던 사업이 좀 잘 안 돼서 그래서 되게 사소한 거에 과민반응 하게 됐어.,초조함
나도 너무 적으면 잡코리아까지 볼 때도 있고,일상
얼마 전에 새벽에 잠이 깼어요.,불면
아니 모닥불 피우고 있으면 선선하니 좋아,일상
언제 부모님이 알게 될까 걱정이에요.,초조함
여름에 비빔면 꼭 먹어 줘야 돼 키키,일상
현실인지 알고 싶어서 눈뜨자마자 손목을 그어버렸어.,자살충동
스트레스 받네...,일상
남자친구랑도 매일 만나는데도 혼자 있게 되면 우울해지고 밤마다 외롭고.,우울감
음... 어떤 장르 영화 좋아하는데?,일상
근데 우리 아파트가 낮아서 죽진 못하고 다치기만 했어.,자살충동
응 키키 태어나서부터 한 25년 정도 주택 살았네,일상
사는 게 이렇게 힘든데.,무기력
속상해서 죽고 싶어요,슬픔
진짜루... 이번달 물욕이 좀 사라져서 다행이지 뭐야,일상
언제 어디서 발작이 일어날지 몰라서 항상 긴장하게 되네요.,초조함
그런 사람들 사이에 있다 보니 제가 되게 초라해지는 것 같고,자신감저하
한겨울에도 잘 안입지.,일상
그건 아니였는데 운이 좋았지 하하,일상
요즘 진짜 머리가 너무 복잡하고 힘들다,무기력
그래서 문의하고 난리침,일상
힘들 때 생각나는 사람이 없어요,외로움
"나도 점심 쌈밥먹고 한바퀴 돌았는데 약간 후텁,, 그래서 아이스다",일상
만삭이 되니까 몸이 힘들어서 답답하고 힘드네,외로움
깨고 나면 다시 잠자리에 드는 게 너무 어려워요.,불면
엄마만 만나면 왜 이렇게 혼나는 기분이 드는지 모르겠어,죄책감
우울증에 시달리면서 머리가 나빠졌나 봐.,우울감
제대하고 나서 제대로 잔 적이 없어요.,불면
맞아. 나 아는 형이 특전사 출신인데 정말 힘들대.,일상
그럼 벌써 쟤 나이가 몇인데. 전에 해야지.,일상
정확한 관계는 모르겟지만 연락한다함...,일상
응... 흑흑... 당분간 찻잎은 안쓰려고...,일상
닦지는 못하고 청소기만 돌린다 하하,일상
너무 따분하고 지루하고 하고 싶은 게 없어,무기력
아 동대구로 가면 되지?,일상
아기 잃고 인생에 희망을 모조리 잃었어,절망감
머리 길러 본 적 있나?,일상
그나저나 미야자키 하야오 감독 이야기했더니 만화 영화 땡기네,일상
별로 복잡한 경로는 없으니까 걱정마,일상
키키 응 나 초코 좋아해서 그거 한 개 더 샀어!,일상
"우리 정부는 신임 총리 및 새 내각과도 협력하여 양국 간 현안은 물론, 코로나와 기후 위기 등 글로벌 이슈에 대해서도 서로 지혜를 모아 해결해 나가기를 기대한다고 하셨대",일상
신랑이 머라곤 안카나? 빵 천지라고 키키,일상
후기들을 보면 더 걱정이 돼요.,초조함
진짜? 대학 가서 공부하라고 보내 놨더니 이게 뭐 하는 짓,일상
아이를 낳으면 내 인생에서 의미는 진짜 없을 것 같아,외로움
진짜 여유롭게 공원 가서 산책도 하고 간식도 먹었어 키키,일상
심각하게 찜찜해,불면
너도 그랬었다니까 위로가 된다,일상
그래서 자지도 못하고 밤을 샌적이 있어.,불면
그런데 치료 받고 나서 집에 가면 전이가 되면 어쩌지 하는 생각뿐이야.,초조함
요즘은 가을야구도 구경가고 싶더라.,일상
여행을 부추긴 것은 방송의 역할이 크기도 하고 핫플레이스 찾아 떠날거야 아마.,일상
순간 너무 놀라고 슬퍼서 눈물이 나더라구요.,슬픔
어렸을 때부터 듣던 거라 하하,일상
특히 아침만 되면 입맛도 없고 아무 것도 하고 싶지 않아져,식욕저하
막 조금만 실수해도 엄청 큰 결과를 낳을 수도 있고 걱정돼서,초조함
혼자가 편한데 혼자라 불편해?,일상
밤만 되면 외롭고 고독해,외로움
진자 그래 스트레스 받으면 피부부터 달라져 나는,일상
평소에 우울해서 가슴이 답답할 때가 많아.,우울감
어떤 걸 해도 공허해,상실감
10월 와라 빨리,일상
그 때 거의 20kg을 뺐으니까,식욕저하
혹시 내가 또 기억을 못하면 날 해코지할까봐.,초조함
시어머니는 정말 싫어,분노
고3 때부터 그랬는데 이제 곧 대학 졸업반인 지금까지도 이 생각에 우울해요.,우울감
응응 나도 자기만족인데 본인이 자제만 한다면 좋다고 생각해,일상
너무 추울 듯,일상
오빠가 그동안 돈 대느라 고생한 건 알지만 할아버지가 남긴 주택까지 팔고 하는 거 보니까 괜히 속상했어요.,슬픔
키키 그건 아깝지가 않다 키키,일상
그래서 언니랑 한창 그걸로 게임하고 그랬어요,일상
그럴 때 마다 결혼을 후회했어요.,슬픔
응 세종 아니면 계룡에 생기는 거 같더라고 키키,일상
가구 거리 가니까 장난 아니지?,일상
둘 다 때리는데 너무 가벼워,일상
좋다 나 안 간 지 5년 넘었는데,일상
맞아 어떻게 계속 친구 해 무서워서,일상
그니깐 말이야 왜 하필 얼굴이야,일상
임신 첫 주에 담배 핀 것 때문에 마음이 괴로워,슬픔
과거생각하면 우울해지고 미래도 걱정돼.,우울감
응 상담 받고 와 잘 알아바바,일상
그런데 다니면 예쁘긴 해.,일상
쌤은 그래도 갖고 있는 승용차라도 있으니 좀 낫나...,일상
살고 싶은 생각이 안 생겨요,자살충동
세상 뜨고 싶다,자살충동
"팔, 다리에 힘이 안 들어가 져서 너무 무기력해져요.",피로
너무 안절부절하고 숨이 가빠서 미치겠어,초조함
처음에 겪던 유산이 반복되지는 않을까 그때 그 허망함이 자꾸 생각나고 화나요,분노
나는 휴양지가 더 좋아,일상
나 혼자 할 수 있는 일이 많이 줄어든 거 같아서 답답해,초조함
아 야식은 왜케 맛있지,일상
맞아 키키 안 그래도 조금씩 많이 얻어먹고 있는 중이야.,일상
기력이 없고 늘 피로해.,피로
임신하니까 회사 부장님 반응이 너무 쌀쌀맞아,자존감저하
맛집 찾아다니면서 진짜 행복하잖아,일상
내가 장애가 있고 꾸미지도 못하니까.,자신감저하
거 다 나오는데 그렇게 많데,일상
이번 주말에 같이 보자!,일상
동구에서 내가 잘 나간다 키키,일상
그렇다고 고객을 보고 우울할 수도 없었어요.,우울감
유산하고 피해의식이 생겼어,자존감저하
내가 모든 사람을 저버렸다는 생각 때문에 괴로워서 미칠 거 같아,죄책감
걱정이 많으니까 잠드는 게 어렵죠,불면
내년도 최저 시급이 9000원대로 오른다고 해,일상
했던 말을 몇 번씩 반복해야 마음이 편해. 아니면 너무 불안해.,불안
너무 서러워서 아무것도 못하겠어,슬픔
그래 확실하게 드러나기 전까지는,일상
키키 오 이과네요? 키키,일상
집중하기가 어려워서 의욕도 떨어진다,집중력저하
헉 얼만데?,일상
내가 어떻게 되더라도 아무도 모를 것 같아,외로움
내가 집이 떠나갈듯이 막 울었다고 하더라고.,슬픔
원래 안 그랬는데 요즘 들어 부쩍 우울해요.,우울감
나도 그럼 관리 시작해야 하는 건가?,일상
응 사실 이미 하고왔어,일상
요즘은 드라마도 집중 못해,집중력저하
부모님이 평생 힘들게 번 돈을 제가 다 뺏는 것 같아서 너무 미안했어요.,죄책감
재밌겠네요 키키,일상
왜 이리 허무한 걸까,상실감
키키 돈 많이 벌어 놓지 않았나?,일상
언젠간 일부다처제로 바뀔 수도 있으니 미리미리 준비하는 거잖아,일상
요즘 배틀그라운드에 대한 인기가 사라졌다고 생각했는데 아닌 것 같아.,일상
선생님도 많이 늙으셔서 괜히 눈물 나려고 했어요,일상
남편만 믿고 살았는데 버림 받으니까 내 인생이 한심스러웠어,자존감저하
따뜻하게 입고 다녀.,일상
응 근데 입마개를 해놨는데 불쌍하더라.,일상
하루 종일 너무 나른해,피로
200원에 먹었던 것 같은데,일상
아무리 해도 조마조마한 마음이 사라지지 않아,초조함
아이가 조금 크면 하실 수 있죠,일상
그 때 울다가 기절하고 깨서 다시 울다가 또 까무러치고 그랬거든요.,슬픔
난 엄마가 야자 끝날 때 항상 데리러 오셨음...,일상
제3외국어 교육은 필수지 이제는 제2로 안된대이,일상
속은 시원한데앞으로가 걱정이야.,초조함
맞아 보면 너 엄청 좋아하는 거 같으니까 곧 결혼 얘기 나올 것 같아,일상
임신한 이후로 시댁에 안 갔는데 너무 죄책감 든다,죄책감
근데 그렇게 하면 서로 얼굴 붉힐 것 같아서 걱정이 되더라구요.,초조함
아 키키 양갈비 양갈비 식당이 집 옆에 있어서 먹어봤는데 냄새나더라,일상
웅 맞아 그래서 너무 고맙지!,일상
그러니까 그거 누가 가르쳐준 거야,일상
저도 답답해요.,초조함
따가운 시선이 자꾸 느껴지니까 밖을 안 나가게 돼,자존감저하
오 너 혼자만 건강 챙기는 거야? 키키,일상
"계속 잠 제대로 못 자고 불안하고, 밥도 먹는 둥 마는 둥 하니까 살도 6kg이나 빠졌어.",식욕저하
30분마다 깨니까 평상시에 아무 일도 못 하겠어요,불면
이유도 없이 잠이 안 와,불면
남편이 가고 나면 외로움이 터져,외로움
휴메딕스를 정부가 지원한다네,일상
키키 나도 응원할게! 화이팅.,일상
키키 채식주의자래 키키 야채 사과 이런 거 먹는데 키키,일상
잠 잘 수 있는 시간이 완전 줄어버렸어,불면
근데 지하철 타러 가려면 언덕을 넘어야 하던데 실화야?,일상
"모인김에 내 생일파티까지 같이 해버리면 어때?,",일상
전세가 없대,일상
지금도 똑같아요.,불면
당장 다음 주에 건강검진 받아야 하는데 너무 걱정이다,초조함
조만간이야,일상
그냥 무섭고 힘들어,불안
요즘 식욕이 너무 줄었어,식욕저하
고민이 많아져.,초조함
좋을때다 싶어,일상
인생 너무 덧없는 것 같이 느껴지고 외로워,외로움
그러고부터는 잠이 안와요. 하루 3시간 정도 자는것 같네요.,불면
지하철만 타면 긴장이 된다,불안
키키 vip 위에 하나 더 있던데 키키 그것도 몇 번 했었는데 키키,일상
나는 슈바인학센에 맥주 한 잔 마시고 싶거든,일상
그렇게 참기 힘들다구유? 키키,일상
며칠 전부터 결혼한 게 후회됐어요,슬픔
가만히 쉴 수가 없을 정도로 너무 안절부절못해,초조함
자존감도 엄청 떨어지고 내가 진짜 쓰레기 같고...,자존감저하
아하 그런 상황이라면,일상
그럼 외숙모 집 갈 때 기차 타고 갈 거야?,일상
나 자신이 초라하니까 자꾸 방어막을 치게 되는 것 같아.,죄책감
나도 피곤하고 그 쪽도 피곤하고 너무 길어지니까 서로 지치잖아.,피로
이해할 수 없을 정도로 기운이 안 나,피로
헐 그랬구나 기분은 좋긴 하겠다. 비용은 얼마 정도였는지 물어봐도 돼?,일상
가격이 저렴해서 좋아.,일상
한번에 결정을 잘 못해요,자신감저하
맞아 진짜 중요한 순간에 오역을 하면 큰일나지,일상
아 나는 올리브영 잘 안가서 패스,일상
뭔가 더 만드는 줄?,일상
패러글라이딩은 해보고 싶어도 번지점프는 죽었다 깨나도 안 할거야,일상
이번에 나 자격증 시험 준비 하려고,일상
왜 무섭지,불안
머쓱,일상
하지만 슈로대30은 못참아요. 이건 무조건 해야해요!,일상
쌩유,일상
이유도 없이 긴장감이 들어,불안
내가 어디 결함이 있구나 그런 생각이 들 때도 있어요.,자신감저하
"약을 먹으면 잠을 자긴 하는데, 아침 10시까지도 못 일어나서 누가 깨워줘야 겨우 일어나.",불면
또 사람들 반응도 보다 보니까 더 많이 먹어야 할 것 같아서요.,식욕증가
나만 힘든 것 같고 나만 불행한 것 같아,슬픔
"올해는 그냥 제사 음식을 시켜서 할까 싶은데, 그거 알아보는 것도 귀찮네.",무기력
이렇게 노력했는데 배우로 성공하지 못 하면 어떡하나 걱정도 돼요.,초조함
뭔가 맨날 긴장하고 있어서 그런 것 같기도 해.,초조함
근데 요즘 들어 부쩍 너무 슬퍼지는 거야.,슬픔
엄마로 살아가는 걸 상상만하면 마음이 짠해요,슬픔
16살에 자기가 살인을 저질렀대,일상
너무 무기력하고 힘도 안 들어가서 영양제 안 먹음 안 될 것 같아,우울감
아! 그거 올해도 나온 거 있죠?,일상
엄청 잘타겠네,일상
같은것도 재밌우 예능이나 이런것두 밥먹을때 보면 진짜 웃기고 재밌어,일상
우리랑 세대 차이 날듯 키키,일상
그쪽으로 공부했잖아 키키,일상
나도 버디 더 크기 전에 제주도 가고 싶어,일상
잘 수가 없어서 새벽에도 막 먹어,불면
추운 게 더 싫어 키키,일상
뭐 더 싸니까 감수해야지,일상
나도 그 얘긴 들어봤어 방송계에서 아이도을 젤 낮은 급으로 친대,일상
일찍 누워도 잠이 안 와서 계속 뒤척이고 힘드네요,우울감
진짜 회사에 있으면 기분이 더러워서 성질을 버리는 것 같아,분노
근데 부모님이나 주변 사람들이 날 너무 짜증나게 해.,초조함
역시 낯부끄러운 일은 중국이 많이 하긴 하네,일상
엄마만 생각하면 내가 죄인 같아,죄책감
그럼 동생이랑도 안 가봤어 영화관?,일상
몸무게도 늘고요.,식욕증가
진짜 사장님들이... 주 4일 근무하고 이러면 직원들이 알아서 더 열심히 할걸?,일상
요즘 자꾸만 슬퍼져요,슬픔
어떻게 사람이 먹는 물까지 이제 오염이란 거지...,일상
아이폰 13 나온대 봤어?,일상
사는 게 공허하다,상실감
이러니까 방법이 없어서 그냥 계속 우울하기만 해요.,우울감
식욕이 하나도 안 드는데 내가 어떻게 할 수가 없어,식욕저하
그래서 슬세권 부러워요,일상
남편이 소파에 누워있는 것도 화가 나서 화를 내니까 좀 애처로운 것 같아,분노
저는 자식까지 차별하는 엄마가 너무 미워요.,분노
그치 그래서 나는 집 사고 싶어 키키,일상
밤에 이렇게 못 자니까 계속 낮에 졸고 그러니까 하루종일 피곤하고,불면
심각하다 싶을 정도로 식욕이 뚝 떨어졌어,식욕저하
한없이 무기력해지고 침체하기 시작했어.,무기력
미혼모로 살면서 스스로 할 수 있는일이 별로 없다는 생각이 드니까 너무 괴롭더라,자존감저하
국민가수 꽤나 재밌당께,일상
응 잠시만. 쿠폰쓰니까 저 가격 나오더라고,일상
음 실직자들 많이 나오겠네요,일상
아 나도 그런 거 성공하면 돈 많이 벌 텐데... 그럼 피부과도 다니구 머리도 하고,일상
왜 이렇게 됐을까.. 매일 죽고 싶다는 생각을 해.,자살충동
그나마 더위는 많이 사라졌음,일상
요즘은 회사 업무도 재택으로 많이 바뀌는 추세인가 봐,일상
혼자 있으면 기운이 안 나,피로
요즘 가짜 뉴스 만드는 그런 기능이 있나봐,일상
냅다 돌림,일상
그치...그래도 어캐 다시 나왔네,일상
농업고등학교? 같은데서 실습한대!,일상
월간이라 그런지 잡지 마감만 되면 진짜 너무 힘들어요.,무기력
알바 하면서 다니다 보니까 학점이 좀 안 좋아서 그 때 좀 힘들었어요.,무기력
나이만 먹고 아무것도 없네.,감정조절이상
세상에 꺾인 기분이 들어,절망감
혼자있을 때마다 갑자기 불안해져요.,불안
평생 이렇게 뚱돼지로 살아버릴 것 같아,식욕증가
민간 조리사 분들이 점차 많아 질거라고 하더라,일상
어떻게 살고 싶겠어요..,자살충동
오늘 나 처음 아는 거 많다,일상
대화를 하면 할수록 그렇게 속이 터져,분노
음... 저는 제 준비에만 10분... 하하,일상
세르히오 부스케츠라는 선수 있어.,일상
100프로 증정이가?,일상
아직은 육아에 몰두하고 싶어용,일상
그런 삶은 사랑이지,일상
뭐하는건데?,일상
황사나 미세먼지 줄어서 요새 같은 때 마스크 벗을 수 있으면 딱인데 하하,일상
결혼 생활이 이런 건가 싶어,일상
침울하니까 강아지 못살게 굴고.. 나도 이상한 거 알아,우울감
다들 대형견 어떤 종 좋아해?,일상
정말로 찢어 죽여도 시원치 않을 것 같아,분노
와 드디어 가는구나 경주에서 뭐하지,일상
뭔가 욕 먹을 거 같아서 대중교통도 못 타겠어,죄책감
온몸의 살이 다 빠져버린 것 같아,식욕저하
요즘은 뭘 해도 공허하기만 해,상실감
"특히 우리아들, 키키",일상
맞아 좀 다른 뉴스도 듣고 싶어,일상
"탈락이야, 꾸준히 조금씩 마셔야지.",일상
웅 뭐 말하는 지 알겠어 하하 얘 되게 이쁘게 생겼자나,일상
응 고깃집 아르바이트 해봤어 키키,일상
저희는 요즘 여행을 자제하고 있어요.,일상
너무 외로워요.,외로움
"언니, 아이템이 중요해?",일상
그런데 친구들에게도 말을 못해요.. 너무 힘든 것 같아요.,무기력
키키 대가족이라면 어떤?,일상
그래도 애들은 좋아하더라고 하하,일상
케이팝 최고,일상
내년이면 훌훌 털어버리고 이직한다 진짜,일상
일주일 전부터는 불면증도 생겼어요.,불면
한 달에 얼마씩 모아서 모임 비용을 사용합니다.,일상
"화가 너무 나서 남편 서재에 들어가서 책을 다 찢고, 엎고 난리를 부렸어요.",감정조절이상
아 그렇네요. 그래도 성공하셨네요.,일상
과장 최악이야 정말,일상
"앞으로 난 뭘 해야 할까, 내가 뭘 잘 하긴 하는 걸까 걱정이 많았거든요.",초조함
아 예전처럼 영화는 자주 안보나보네,일상
와 호주도 좋지! 호주 가본 적 있어?,일상
대단해 정말,일상
나한테 해야하는 일들을 도라에몽이 해줬으면 좋겠어.,무기력
지금 블랙프라이데이 세일하거든,일상
얼마짜리로 사면 되지?,일상
근데 평범하게 살기가 너무 힘든 것 같아요.,무기력
얼빠진 상태로 있어,우울감
딱히 영화명은 나오지 않은 것을 보니 배우에게 상을 준 듯,일상
그래 키키 혹시 괜찮은 거 있으면 같이 하자 모여서.,일상
응 키키 나도 배고프더라 근데,일상
키키 응 근데 수면 마취해서 얼마나 걸린지도 모르겠고 아프지도 않더라,일상
"우리 압박이 심하네, 갈수록 더그럼,",일상
누워서 하는 거 사드렸어?,일상
아마 거의 매일 5시간 이하로 잔거같아요.,불면
동물을 사랑해야지,일상
차를 운전할 땐 너무 불안해서,불안
화가 나면 가슴을 만지지 못할 정도로 아프다니까.,분노
시부모님이 나만 미워하는것 같아,자존감저하
루저가 된 기분이 들어서 마음이 너무 힘들어,자존감저하
자살충동이 드는 이유가 뭘까,자살충동
혼자 외출하면 너무 초조하고 몸이 무거운 거 같아,초조함
입덧을 너무 많이 했는지 힘이 안 들어갈 정도야,피로
자책하는 걸 멈출 수가 없어,죄책감
어 1도 없다고 보면 될 듯,일상
당근뭐야,일상
"맞아, 그래서 사람들이 엄청 문의글 올리고 난리도 아니었잖아",일상
누워 있느라고 바깥도 안 나가,피로
처음에는 진짜 너무 미안했는데 요즘에는 이렇게까지 화낼 일인가 싶기도 해.,죄책감
다신 얼굴 안 보고 싶다가도 생각해보면 짠해,분노
그냥 다 하기 싫더라고 모든 게 다 하기 싫었어.,무기력
와 엄청 파격적인 색인데? 키키,일상
맘마미아라는 뮤지컬이야!,일상
아무 이유도 없이 예민해져,식욕저하
뭐라고? 키키 거짓말,일상
군대는 당연히 다녀왔답니다 키키,일상
고혈압이라니 힘이 빠져,피로
사람도 잃고 직장도 잃고..,감정조절이상
근데 나중에는 제가 제 분을 못 이겼어요.,분노
자꾸 몽롱하니까 술이라도 마신 것 같아요,불면
방독면을 쓸 일이 잘 없어서 잘 모르겠네.,일상
인생이 공허해.,감정조절이상
일이 바쁘니까 섹스 할 생각도 안 나,불면
이쌤도 바쁜 일 처리하고 빨리 쉬시오...,일상
그런 말을 계속 듣다 보니까 사람들 앞에 설 때 주눅이 들어.,자신감저하
웅 안 무서워,일상
화산재가 모래사장처럼 쌓여있는 사진도 대단했죠.,일상
그래서 직장을 다니기도 힘들더라구.,무기력
왜 더러운 일은 나에게만 일어나는걸까,자존감저하
그냥 조금 침울해,우울감
사실 지방이 아니라 그냥 근육이 빠진 것 같기도 해.,식욕저하
누가 집돌이 아니랄까 봐 으휴... 밖에 좀 나가라구,일상
마사지 같은 건데 시원해 키키,일상
꼭지가 돌 것 같아,분노
미국에서 우찌 3일만에 오지... 신기,일상
가만히 앉아서 책이라도 보려고 해도 너무 초조하고 숨이 차,초조함
울 때도 있어요.,슬픔
예전에도 맡긴 적 있어?,일상
그래서 일단 직원들한테 얘기는 해놨더라구,일상
임신이 이렇게 어렵고 괴로웠으면 안 했을 거야,무기력
나 써 주는 데 들어가서 일하는 거지 키키,일상
진짜 그 때 엄청 화나서 싸우고 막 다른 사람들도 편 갈라서 싸우게 됐어.,감정조절이상
추워서 따아 마심,일상
도무지 날 배려해주지 않으니까 회사사람들이 엄청 미웠어,분노
쉬는 것도 없이 토하기 전까지 먹어요,식욕증가
같은 학교 나온 친구들은 전공 살려서 취직했는데 저만 이도 저도 아닌 것 같아 속상했었죠.,슬픔
몸무게가 반토막이 나서 이제 거의 40kg이예요.,식욕저하
나 요즘 정말 위축됐어,자신감저하
갑자기 울컥해서 화를 냈더니 첫째가 무서워 했어,죄책감
전에 시켜놓은거 많이 남아있고 또 연휴지나고 와서 첫날이니까,일상
자고 있는데 건물이 무너지면 어쩌나그런 생각이 많이 드네요.,초조함
뭐야 그건 좀 별로야!,일상
이유 없이도 긴장이 돼요,불안
맨날 자고 있는 아이 보면 정말 하루종일 우울해요.,우울감
언닌 어디서했어요,일상
그정도는 아니고. 이젠 좀 괜찮아. 안싫어 키키,일상
아 그거 넘 재밌었음 키키,일상
내가 조심했어야 했는데,죄책감
모든 상황이 다 저 죽으라고 하는 것 같아요.,무기력
주로 어디로 가?,일상
나도 가고 싶어...,일상
그런데 요즘은 조금만 힘들어도 죽고싶단 생각이 자연스럽게 들어요.,자살충동
우리 집 고양이는 코숏인데...,일상
"고민했던건, 내가 학교에서 배운게 그쪽으로 없는데 내가 가서 잘 할 수 있나 해서 였어.",일상
스포티비 결제하면 볼 수 있지만 다 보는 방법이 있지,일상
