utterance,intent
인생이 공허하고 나 혼자 남겨진 기분이에요,상실감
달콤한 와플 먹고 싶어,일상
몸이 처져서 힘들어,피로
핸드폰 중독인듯,일상
시댁도 형편없었죠. 정말 사기 당한 기분이었어요.,죄책감
맨날 참고 사니까 아이한테도 안 좋을 것 같아요,분노
좋아하는 걸 봐도 즐겁지가 않아,무기력
너무 혼란스러워서 일을 관뒀어,초조함
감정이 계속 오락가락 해,슬픔
임용이 어려울 줄은 알았지만 너무 힘들어요.,무기력
요새 되는 일이 없어서 침울한 것 같아,우울감
사람 만나는 거 너무 좋아했는데 요새는 그러질 못하니까 진짜 쓸쓸해,외로움
스스로가 되게 무력해지더라.,감정조절이상
내가 무슨 잘못을 해서 애가 이렇게 태어났나 억울하기도 하고,슬픔
침착해야지,일상
시댁이고 남편이고 뭐고 다 죽여버리고 싶어요.,분노
작은 일도 그냥 넘기지 못하겠어,분노
누워도 최소 두 시간은 뒤척거리면서 잠을 못 자.,불면
면접관 앞에서는 머릿속이 하얘지면서 아무 생각도 안나,초조함
너무 적적하니까 공상 속에 빠지는 것 같아,외로움
감정기복이 심해서 남편이랑 너무 많이 싸워,초조함
남편 걱정에 계속 자다 깨,불면
힘들다고 말하는 게 늘어나다 보니까 자꾸 싸워서 힘들어,분노
미래에 대한 걱정이 젤 컸었는데.,초조함
그냥 죽어버리게,자살충동
머리가 핑 돌아서 잠깐 앉았다가 일어났어.,피로
오늘 아침에도 못 일어나서 쫌 늦었어,일상
사람들이 나를 쳐다보면 아무것도 못 하겠어,초조함
너무 긴장된다,초조함
인기 많으려면,일상
친구들을 만나면 내가 너무 바보처럼 느껴져.,자존감저하
그걸 제일 잘 알 사람이 너무 짜증나게 구니까,초조함
나는 가치 없는 인간이야,상실감
너무 당황스럽고 진정이 안 되네요,불안
이게 제가 우울해서 그런 건지 아니면 다른 이유 때문인지 모르겠는데,우울감
혼자 있는 게 힘들어,외로움
너무 외로워서 안타까운 것 같아,슬픔
직장만 가면 의욕이 없어지는 것 같아,우울감
남편이 절망적인 말만 하니까 너무 답답하다,슬픔
자도 자도 너무 피곤하다,불면
엄청 감동적이고 그랬다던데,일상
지난 번에는 너무 떨려서 미치겠는 거야.,초조함
세상 침울해서 오빠한테 화풀이해,우울감
뜻밖의 고민을 하고 있어,일상
자꾸 뒤척거려서 자는 것도 너무 힘들어,불면
어제 대청소를 했더니 오늘은 힘들어서 아무것도 못 하겠어,피로
"마음이 공허하고, 허무함이 몰려와요.",감정조절이상
그리고 평소에도 엄청 불안해서 막 팔다리가 저리기도 하고.,불안
시부모님을 만나면 내가 열등생이 되는 기분이 들어.,자존감저하
관계도 갖기 싫어서 나도 고민이 많거든,불면
시계줄 다른 색으로 바꿔야지,일상
정해져서 나오는 거야?,일상
안 그래도 힘든데 자꾸 이런 일만 생기는 것 같아서 너무 힘들어.,무기력
근데 정말 애 키우기 너무 힘들다,무기력
안 좋은 일 한꺼번에 터질 거 같은 느낌,불안
방에만 갇혀 있으니까 더 몽롱해지네,불면
아무것도 아닌 일이었는데 펑펑 울었어,슬픔
화이트데이에 뭐하지,일상
내 청춘이 사라지는 기분도 들었어.,감정조절이상
그냥 미혼모인 것 같아,외로움
"의사가 암일 수도 있다고 하니까, 그날부터 밥이 목구멍으로 안 넘어가더라고요.",식욕저하
화장품 회사인데,일상
고혈압이라니 힘이 빠져,피로
우울감이 이렇게 길게 이어진 적이 없어요.,우울감
염색하는게 좋을까?,일상
이대로 죽었으면 좋겠어,자살충동
남이 나한테 사과하면 더 미안해,죄책감
학교에서 선생님 말은 잘 듣는지..친구들이랑 사이는 좋은지밥을 잘 챙겨먹는지..온갖게 다 걱정이야.,초조함
어쩌다 보니 발표 담당이 돼서 하게 됐는데 시작 전부터 엄청 긴장 되는 거예요.,초조함
머리가 터지든 마비가 오던 금방 죽어버렸으면 좋겠어요.,자살충동
친구들의 취업 소식을 듣는 날은 하루종일 우울해요.,우울감
살이 왜 이렇게 찌는 건지 모르겠어요,식욕증가
나한테만 예의 차리래,일상
친구들이 쌀쌀맞게 대하는 것 같아서 잘 안보게 돼,자존감저하
"누가 옆에 있으면 너무 신경이 쓰이고, 나만 보는 것 같고",초조함
마음을 추스르기가 힘들어,슬픔
더 이상 말하기도 싫고 남편이 자꾸 싫어지는 것 같아,분노
무슨 일이 있든 그냥 멍한 것 같아,우울감
술 좀 그만 마셔야지,일상
여기 들어오려고 내가 얼마나 노력을 했는데 억울하잖아.,슬픔
업무도 제 능력에 비해 너무 어려워요,자신감저하
핸드폰도 누가 보고 있는것 같아서 카톡도 마음대로 못 하겠어,자존감저하
넥타이핀 정도는 선물로 줘도 괜찮겠지?,일상
아직도 아버지를 생각하면 눈물이나고 가슴이 먹먹해요.,슬픔
남편한테 맞은 후부터 불안하고 우울해졌어.,우울감
우울하니까 입맛을 잃었어,우울감
재미 없어,일상
임신하고 나서부터 자꾸 참담한 기분이 들어,슬픔
담배 몰래 피고 있어서 죄책감이 생기는 것 같아,슬픔
무슨 큰일이 날 거 같아서 가만히 있지를 못하겠어,초조함
그래서 요즘 계속 우울해요.,우울감
결정이 오래 걸려,자신감저하
머리가 이상해지는 거 같아서 일주일간 잠도 못 잤었어.,불면
잠을 못자는 날이 많았어요.,불면
차라리 누가 내 탓이라고 비난이라도 했으면 좋겠어,죄책감
다들 잘 사는데 내 인생만 암담한것 같아요,절망감
우울감도 좀 심하고 불면증에 약간의 강박 장애도 있대요.,우울감
사진 정리 언제 다 하냐,일상
체중이 줄어서 일상 생활도 못 하겠어요,식욕저하
오빠 자식은 이런 나 보고 유난이라고 하는데 진짜 죽여 버리고 싶어.,분노
임신한 후로 내가 죄인이 된 것 같다고 느껴,죄책감
무족권 해외로,일상
밥도 꼭꼭 챙겨 먹고 잠도 잘 자는데 요새 컨디션이 안 좋은지 몸상태가 이상해.,피로
너무 기력이 없어서 이상해,피로
긴장감이 심해서 배탈도 자주 나요,불안
같이 게임하자고 해도 되나?,일상
농담처럼 진담하는 사람,일상
요즘 속이 안 좋아,일상
피크닉 가고 싶다,일상
내가 손만 대면 다 실패야,죄책감
병 때문에 절망스러워,절망감
보이스피싱 같은데,일상
원래 100kg가 넘었는데 지금은 70kg예요.,식욕저하
실내 데이트 추천,일상
졸업이다,일상
남들보다 뒤처진다는 생각이 점점 들어.,자존감저하
오빠는 돈만 벌면 되는데 나는 너무 고생을 하는 거 같아서 억울해,죄책감
엄마랑 오빠가 둘이 똑같이 생겨 가지고 편 먹고 나 괴롭힌다구,일상
대답이 너무 빨라,일상
몇주동안 집에만 있었는데 그당시 우울증이 최고였던 것 같아.,우울감
낮밤이 완전 정반대야.,불면
헌신하다 헌신짝 될 거 같아,일상
평생 패배감가지고 살까 봐 겁나요,우울감
유일한 해결책은 자살이야.,자살충동
요즘 너무 신경이 예민해서 스스로가 싫은 정도야,초조함
그래서 계속 집에서 시간을 보냈어요.,무기력
세상에 혼자 남겨진 기분이라,외로움
근데 그렇게 동굴에 다녀온 뒤부터 어두운 곳에서 못 자겠는 거야.,불면
이런 게 반복되다 보니까 자신감도 엄청 떨어진 것 같아요.,자신감저하
아이를 지워서 벌을 받는 것 같아요. 너무 답답하고 무서워요.,초조함
오징어게임 봤지 키키,일상
나도 죽으면 어떨까? 편해질까?,자살충동
성형 견적 받아볼까,일상
외롭고. 공허해서 계속 먹어.,외로움
미안한 일만 계속 생기는 거 같아,죄책감
나 너무 허무해요,상실감
요즘 너무 집중력이 바닥이니까 의욕도 없어,집중력저하
이제 엄마가 된다고 하니까 모든 게 그리운 것 같아,슬픔
생활고에 시달리니까 인생이 한심스럽게 느껴졌어,자존감저하
입덧이랑 컨디션 난조가 너무 심해서 하루 종일 슬프다가 허무하기도 해,슬픔
괜히 나만 손해본거 같아서 짜증이 나긴 했는데별 수 없었죠.,초조함
그러다 보니까 점점 기댈 사람이 없어서 외롭고,외로움
나 아무래도 정신병 걸린 거 같은데 병원에 가보는 게 좋을까?,초조함
과민반응때문에 너무 힘들다,식욕저하
학교 가면 반 친구들이 놀리고 그러진 않겠지?,초조함
맞춤법 많이 틀리는 사람,일상
진짜 화딱지 나고 허무한 일 투성이야,분노
혼자가 되면 우울해지는 것 같아,우울감
입원한 지 오래 돼서 그런지 점점 쇠약해지는 것 같아요,불면
춥거나 더우면 더 가만히 못 있는 거 같아,초조함
차분한 음악을 들어봐도 계속 초조하고 숨이 차,초조함
"안전벨트를 착용할 때까지는 괜찮았는데, 비행기가 이륙하니까 물밀 듯이 불안감이 몰려왔어요.",초조함
일 때려칠까?,일상
피곤해서 못일어나겠어,일상
그럼 내가 시간 정해서 다시 연락할게!,일상
내 얼굴이 읽히나,일상
초조해서 일부러 산책을 나가기도 해,초조함
나만 이 분위기에 적응을 못 하나?,초조함
이유 없이 울렁거린다,식욕저하
음식을 엄청 많이 먹게 돼요,식욕증가
입 안으로 계속 밀어넣는 기분이야,식욕증가
휴학하는 일 년 동안 하루하루가 지옥이었죠.,무기력
저는 제가 옷을 갈아입는 장면을 몰래 찍었다고 생각해서.,우울감
평소에 우울하죠.,우울감
외로워서 사는 게 의미 없다고 생각하는지도 몰라,외로움
이제 이러는 것도 지쳐요.,무기력
근데 언젠가부터 입맛이 너무 없는 거예요.,식욕저하
임신한 게 서러워,슬픔
연락 안해서 미안해,일상
애들이 집안을 어지럽히거나 그러면 화부터내서 내가 걱정되기 시작했어.,분노
너무 돼지 돼서 일상생활도 힘들어,식욕증가
선생님이 친구랑 차별해,일상
매형한테 미안하고 스스로도 못난놈 같다는 생각을 해요.,죄책감
나 좋아해주는 사람 있겠지?,일상
진짜 어이없고 너무 억울했는데 어리니까 뭐라 할 수도 없고,슬픔
그럼 방에 틀어박혀서 절대 나오지도 않거든.,무기력
뭐 하고 싶지도 않아.,무기력
이쯤 되면 다시 구직 준비를 해야 하는데 솔직히 자신이 없어요.,자신감저하
나 정말 절박한 상황이거든,절망감
너무 분하니까 남편 패주고 싶어,슬픔
너무 분하고 억울한데 헤어지는게 쉽지 않아.,슬픔
엄마 기일만 오면 죄책감이 생기더라.,죄책감
기분이 안 좋으면 바로 텐션 떨어져,우울감
너무 조용해서 세상에 저만 남겨진 기분이었어요.,외로움
돈이 없으니까 좌절감이 자꾸 들어,절망감
성형을 해도 외모에 대한 자신감이 생기지 않아.,자존감저하
그런데 왜 사병은 안가?,일상
의욕은 없고 하루하루 버티면서 살아가는 기분이야,무기력
이거 때문에 대인기피증 걸리고 우울증도 너무 심했어요.,우울감
피곤할 때면 특히 더 얕게 자,불면
흥이 안 나서 더 기운이 안 생겨요,무기력
아무 이유 없이 누군가 저에게 보복할것 같은 기분이 들어요,자존감저하
느긋하게 보인다는데,자신감저하
"밥 차리랴, 애 깨우고 남편 깨우랴, 매일 여섯시에 일어나서 피곤하기도 하고.",피로
욱할 때 뭘 해도 진정이 안 돼,초조함
그래서 엄청 후회를 하긴 해.,죄책감
맞아 근데 수업에서 가르친게 하나도 안나왔어 키키,일상
피곤하고 멍해서 집안일도 제대로 못 해,피로
임신해서 감정기복이 너무 심해진 거 같아,초조함
이 나이에 모르는게 왜 이렇게 많지,일상
뭘 해도 기쁘지가 않은 것 같아,무기력
잠이 안 와서 달밤에 운동도 하고 별 짓 다 했는데피곤하기만 해요.,불면
왜 이렇게 집중이 안 되죠,집중력저하
아침 챙겨 먹어야지,일상
내 인생의 주인공은 나야,일상
무리하니까 졸린 것 같아,피로
운동을 하면 더 초조하고 숨이 찬 거 같아,초조함
시댁때문에 민감하지,식욕저하
피로감도 심하고 머리가 멍해서 아무것도 안 하면서 하루가 가버리는 거 같아,피로
라면 먹고 갈래,일상
남편이랑 결혼한 거 후회해,죄책감
잠을 잘 못 자니까 머릿속이 막 흐릿해져,불면
이젠 잠도 안 오고 자고 싶은 마음도 없어요.,불면
커피가 없으니까 집중이 안 되네,일상
화가 불처럼 났다가 또 금방 사그라드는 것 같아,분노
고독하면서 숨이 막혀요,외로움
삶의 의미를 잃어버렸어,절망감
몸도 너무 무겁고.,피로
계속 일에만 몰두하는 나를 원망하게 돼,죄책감
그거 듣고 나니까 정말 죽고 싶은 생각밖에 없어요.,자살충동
미혼모라고 무시하는 아빠도 너무 싫고 쉬지 않고 울어대는 딸도 미워.,분노
약을 변경하고서는 살도 찌고 기분도 별로 예요. 잠도 너무 많이 자게 되네요.,피로
너무 추워서 나가기 귀찮아,일상
뭘 선택하라고 하면 바로 못해,자신감저하
남편때문에 인생 끝내고 싶어,자살충동
안경 안꼈는데 아무도 몰라,일상
기분이 너무 안 좋을 때.,우울감
그냥 우울증 환자 같아,우울감
군대도 가야 하는데 취업은 어떻게 하지 이러면서 계속 불안하더라고.,초조함
파티에 사람이 너무 많아서 제가 엄청 긴장을 한 거예요.,초조함
잠을 푹 못 자니까 일상 생활이 안 돼,불면
내 신세가 처량해서 눈물이 나요.,슬픔
날씨 좋은데,일상
인간은 외로워지기 위해 태어난 것 같아,외로움
여기도 떨어지면 진짜 너무 우울할 것 같은데,우울감
팀장이 그곳에서 워낙 오래 일하신 분이라 괜히 말했나 싶어요..,초조함
요즘 자꾸 안 좋은 일만 겹쳐서 우울했는데 그래도 애 보면 행복해져.,우울감
뭐하면 시간이 잘 갈까,일상
어떻게 이렇게 내 마음대로 안 될 수가 있을까,우울감
운명 같은 사랑 가능할까?,일상
정리가 안 돼서 그냥 우는 것 같아,슬픔
잃은 게 많아서 그런가 자꾸 원망을 하게 돼,분노
친구들까지 나를 비난하고 흘겨보니까 정말 나같은건 없어져버리는게 낫나 싶고 그랬어,자존감저하
사기를 당하고 나니까 좌절감이 밀려오더라고,절망감
애 키우느라 자는 시간이 적어졌어,불면
억울하고 모든 걸 다 놓아버리고 싶어,슬픔
왜 이렇게 됐나 너무 후회 해,슬픔
집에 먼지가 너무 많아,일상
식당 아줌마로 늙어가는게 한심스럽게 느껴지고,절망감
유산하고 패배자가 된 기분이었어.,자존감저하
그래도 너무 미안해요 제가 너무 나약해서 남들한테 피해만 주는 것 같거든요.,죄책감
저녁 직전에 너무 나른해,피로
그냥 이유없이 관계를 갖고 싶지 않아,불면
기숙사 괜찮을까,일상
"어떻게 살까, 드문드문 보고 싶었어.",슬픔
몸살 나서 힘들어,일상
임신하고 나서 짜증이랑 불만만 는 것 같아,분노
"좀 중요한 면접이 있는 날이었는데, 너무 떨려서 쓰러진 적도 있어.",초조함
아침에 일어나면 기분이 안 좋고.,우울감
다른 건 바라지도 않아요. 하루라도 잠 좀 푹 자고 싶어요.,불면
친구랑 만나면 좋아,일상
너무 고단해서 눈을 뜨고 싶지가 않아,외로움
혹시나 유산될까 봐 아직 아무에게도 알리지 않았는데 진짜 고독한 거 있지,외로움
회사에서 퇴사하고 부터 내가 하찮게 느껴졌어.,자존감저하
헤어지고 나서 정말 매일 울었어요.,슬픔
뭘 해도 재미없다.,일상
스팸 전화 많이 와,일상
갑자기 훅 크는 느낌드네.,일상
그러다 점점 엄청 불안해지더라고.,불안
산책을 해도 기분이 별로 나아지지 않아,초조함
아이가 나를 괴롭혀,무기력
인생이 치욕스럽다,절망감
사람들과 대화를 하는데도 혼자 정신이 딴 데 가있어서 힘든 것 같아,우울감
하루종일 속상해,일상
"지금 생각하면 별 일도 아닌데, 감기약 80알을 한 번에 먹었어요.",자살충동
아빠가 언제 또 변할지 몰라서 항상 불안해.,초조함
다른 생각이 안 날 정도로 압박감이 심해,불안
맘속으론 활동적이고 싶은데 몸이 쳐지니까 괴로워요.,피로
이렇게 힘든 줄 알았다면 임신을 안 하는 거였는데,슬픔
아무것도 할 수 없을 정도로 안절부절못하고 숨쉬기도 힘들어,초조함
그 말 듣자마자 갑자기 화가 치밀어 올라서 막 울고 그랬거든.,분노
약먹고 두달만에 7kg나 빠졌어요.,식욕저하
나도 그래서 요즘 이것저것 하고 있어,일상
친구들이 나만 왕따시키는 거 같아,일상
손가락 하나 까닥하기 싫더라고요.,무기력
근데 증상이 더 심해지는 것 같아요. 며칠 동안 한숨도 못 잤거든요.,불면
아이가 잘못될까봐 걱정이야.,초조함
내가 남들처럼 학벌이 있는 것도 아니고 여태 기타만 쳤는데 앞으로 어떻게 해야 할지 막막해.,절망감
너무 숨이 가쁘고 초조한 기분이 심해서 출근이 불가능한 수준이야,초조함
응 문이과 통합을 할 거라면 같이 어려운 내용을 배워야 해.,일상
왜 이렇게 안타깝고 힘든지 모르겠어,슬픔
이유 없이 불면증이 생겼어,불면
남자친구는 어디서 만나,일상
축축 쳐지니까 계속 누워있게 되는 것 같아요.,피로
내가 이상한가?,일상
그 소리 들으니까 가슴이 철렁했어요.,불안
임신하니까 회사 사람들 태도가 쌀쌀맞게 변했어요,자존감저하
불후에서 살다가 부른 적 있어?,일상
조금만 먹어도 살이 막 붙으니까 진짜 속상해,슬픔
사는 게 정말 무의미한 것 같고 죽고 싶어요,슬픔
내 삶이 의미가 없고 너무 외로워요,상실감
지난 번에는 손이 좀 저렸는데 그러니까 혈압 걱정이 되더라구요.,초조함
연락이 안 돼서 막 다들 난리가 나면 그것도 귀찮고 짜증나고.,초조함
회사 일을 제대로 못 따라가는 내가 너무 원망스럽다,죄책감
그냥 모든 게 다 슬픈 것 같아.,슬픔
나는 정말 나쁜 엄마야,죄책감
알뜰폰 샀어,일상
쭉쭉 나가야 하는데,일상
주차할데 없어서 짜증나,일상
"말할 곳도 없고, 너무 힘들어요.",외로움
기차 타면 신경질 나,초조함
딸아이라고 하니까 시부모님 눈길이 너무 차갑더라.,자존감저하
출근하기 너무 오래 걸려,일상
과식했나 봐,일상
늪에 빠진것 같아요,절망감
치고 올라오는 신입,일상
인생 비참,절망감
이모티콘 기간 끝났어,일상
그 후부터 그러니까 2009년 그쯤부터 제 감정이 잘 조절이 안 되더라구요.,감정조절이상
세상이 불공평한 것 같고착하게 살았는데왜 나한테만 이런 일이 생기나 싶고,슬픔
온갖 생각 다 들고 의욕은 끝없이 떨어지고..,우울감
쳇바퀴 도는 하루,일상
남들이 손가락질을 하니까 자꾸 자존감이 무너지는것 같아,자존감저하
본가에서 자면 잠을 푹 못 자,불면
자꾸 욱해서 욕이 나올 것 같아,분노
별일은 없는데 초조해,초조함
긴장이 되는 이유가 뭘까,불안
너무 우울하고 의욕도 없고 잠들기도 쉽지 않아요.,우울감
업무 할 때 지루하면 욱해,초조함
요샌 지하철에서 조금만 서 있어도 그렇게 힘들더라고.,피로
그러다 보니까 뭘 먹어도 소화가 진짜 안 되더라구요.,식욕저하
압박감이 심해서 아무 일도 못 하겠어,불안
면접 준비 어떻게 하지,일상
빽 선물 해도 될까,일상
사람들이 나를 처다만 봐도 만만해서 쳐다보는 것 같고 그래.,자존감저하
사는 게 너무 힘들다.,무기력
누굴 패야 화가 풀릴 것 같아,슬픔
일하기 시작하면서 컨디션이 더 안 좋아졌어.,피로
사는 게 의미가 없어.,절망감
늘 잔잔하게 불안하고 떨려,불안
친구 예전 남자친구 사귀어도 되나,일상
답이 안와,일상
사무실에 혼자 있으면 불안해서 미쳐버릴것 같아.,불안
그럼 하루종일 힘이 없어.,피로
"밤에 잘 때도 오늘 하루 있었던 일을 곱씹어보고, 생각하느라 잠이 안 왔어.",초조함
약속 있는데 야근이네,일상
요즘 자꾸만 위축된다,자신감저하
나는 그냥저냥 사는 거 같아,일상
체중이 거의 두 배가 돼서 미치겠어,식욕증가
팔은 가늘어,일상
셀카만 계속 찍어,일상
잠을 잘 수가 없어요.,불면
관계 갖고 싶지도 않아서 더 스트레스 받아요,불면
살기 싫어서 미치겠네,자살충동
아무말이나 막했어,일상
분노조절을 못하겠어,분노
결혼하기 전부터 시어머니 때문에 걱정이 많긴 했어.,초조함
난 정말 쓸모 없는 인간이야.,자존감저하
육아휴직 해야지,일상
결혼하면 행복해?,일상
횐머리 한 가닥이 너무 선명하면 세상 우울해진다니까.,우울감
미혼모로 살아갈 생각을 하니까 앞이 깜깜하게 느껴졌어,절망감
쇼핑 좀 해볼까,일상
난 쓰레기야,일상
두세 시간 뒤척여도 잠이 안 오니까 핸드폰을 해.,불면
누락된걸까,일상
몸이 피곤하고 무거워서 집안일도 다 미뤄놨어,피로
슬픈 감정이 감당이 안 되는 것 같아,슬픔
일을 관두니까 잠만 자게 돼,피로
세스코 이런 거 불러보세요.,일상
하루하루가 버거워.,무기력
그냥 사람을 만나기가 싫어요. 집에만 있고 싶어요.,무기력
아빠가 술 너무 많이 먹어,일상
주변에서 사업 한다는 사람이나 TV에서라도 보게 되면 짜증나요.,초조함
잠자는 것도 힘드니까 진짜 우울하다,우울감
다른 사람들은 행복할까,일상
속이 느끼하네,식욕저하
아침마다 짜증이 나요.,초조함
나 지금 정말 절박하다,절망감
회사 다니면서 살이 더 빠진 것 같아,식욕저하
남편이랑 사는 게 힘들어서 그랬어요.,분노
사람들이 아무 이유 없이 나를 비웃는 것처럼 느껴져.,자존감저하
아침에 들을 노래 뭐가 좋을까,일상
남편만 생각하면 죽도록 미워지는 것 같아,분노
방법도 안 말해주고 그냥 열심히 하래,일상
무서운 마음에 혼자 영화도 못 보겠어,불안
운동을 안 하니까 살만 붙네요,식욕증가
소개해 준다는 사람도 없어,일상
자꾸 몽롱하니까 술이라도 마신 것 같아요,불면
유산하고 너무 아프고 고통스러웠어,절망감
나는 아픈데 저 인간은 어떻게 술이 넘어가나 몰라진짜 이런 거보면 남보다 못한 사이 같아.,절망감
약 먹고 나아야지,일상
너무 빨리 철 들었어,일상
오늘 죽어야 하나.,자살충동
돌아올 때까지도 계속 피로가 안 풀려서 엄청 힘들었어.,피로
유산한게 내 탓도 아닌데 다들 나한테 냉소적이야.,자존감저하
혼란스러운 마음이 심해서 게임에 집착하게 돼,초조함
그냥 전부 먹먹하고 안타까워,슬픔
쓸데없이 예민해진 것 같아,식욕저하
식욕저하로 고생한지 3주쯤 됐어.,식욕저하
나 아무거나 잘본다 재미만 있으면,일상
먹는 양이 줄었는데 원인도 모르겠다,식욕저하
먹은 게 올라올 것 같은 게 점점 더 심해져,식욕저하
누가 다 정해줬으면 좋겠어,자신감저하
회사만 가면 긴장되고.,초조함
잠을 많이 자도 기분이 좋지 않아.,우울감
안경 벗었는데 완전 훈남,일상
큰일이 있는 것도 아닌데 먹는 양이 줄었네,식욕저하
죽고 싶은 생각이 들 때도 있지만 잘 이겨낼 거예요. 그래야 나중에 하늘나라에서 엄마 만나면 할 말이 있죠.,자살충동
봄이다,일상
작년 12월에 폭팔하고 또 폭팔한 거래! 키키,일상
다들 행복한 거 같은데,일상
그러게 어쩌다가 그랬어 이력서 내고 면접 보러 다니고 너무 귀찮고 지겹잖아,일상
백신 패스를 도입한다는데,일상
사람이 없고 혼자 있으면 기분이 더 처져,초조함
인생 끝내고 싶다는 생각만 하게 돼요,자살충동
의욕이 없는 건 어쩔 수 없지만 우울한 건 진짜 힘든 것 같아,우울감
배불러도 막 다 집어먹어,식욕증가
눈도 못 마주치겠어. 뭔지 모르게 떨리고 불편해.,초조함
난 재활용도 안 될 거야,자존감저하
매일 소화불량이라 소화제를 달고 살아.,식욕저하
모든 게 허무해졌어,상실감
아다 짜증나요.,초조함
아기를 잃고 나니까 피해의식 같은게 생기더라,자존감저하
누우면 바로 자,일상
가만히 앉아 있기가 힘들어서 몸을 묶어버리고 싶어,초조함
작은 일에도 걱정이 많아서 피곤해요.,피로
면접 준비 방법,일상
이럴 줄 알았으면 학교고 뭐고 기술이나 배울걸 그랬어.,죄책감
안녕안녕,일상
오늘따라 엄마 보고 싶어,일상
요즘 거의 매일 패배감이 드는 것 같아.,자존감저하
친척 대하는 거 불편해,일상
근데 고양이는 털이 너무 많이 빠짐 키키,일상
비정상적으로 졸음이 많고 피곤한 거 같아,피로
시어머님때문에 자살 직전이야,자살충동
정신 병원에 가면 사람들이 나를 이상하게 보지 않을까...,자존감저하
돈이 없네,일상
기분이 별로여서 그런가 계속 울기만 해,불면
1지망 학교 떨어졌어,일상
방학이 필요해,일상
손톱 정리 좀 할까,일상
일 대충했대,일상
선물받고 싶어,일상
어떡하면 좋지,초조함
날씨가 더우면 감정기복이 더 심한 거 같아,초조함
친구들이랑 수다 떨고 놀면서 하면 우울했던 게 다시 괜찮아지더라.,우울감
인턴쉽은 어떻게든 꾸역꾸역 마쳤는데 그 뒤로 계속 기분이 우울해.,우울감
내가 얼마나 작은 존재인지 느껴지고 헛된 꿈을 꾸었다는 걸 느끼고 있어,슬픔
이혼한 거 후회해,죄책감
무서운 생각이 드는데 이유도 모르겠고,불안
근데 대학은 가야 하니까 공부는 하는데 다 하기 싫어요.,무기력
이유없이 수면 시간이 줄었어,불면
가만히 있다가도 갑자기 확 잠에 빠져,불면
돈이 천원밖에 없어,일상
평소에 집중력이 엄청 떨어져서 책 열 쪽도 한 번에 못 읽어요.,집중력저하
고데기 망했어,일상
맨날 집에 틀어박혀서 게임만 했지.,무기력
봄이면 가끔 입맛이 없을 때가 있었어요.,식욕저하
자살충동을 느껴,자살충동
너무 아프니까 진통제 없이는 잠도 못 자.,불면
꽤나 동양화스러운 이름이네,일상
계속 이러니까 너무 우울하더라.,우울감
화나니까 더부룩해요,식욕저하
버스 타기 무서워.,초조함
해 뜨는 거 보고 잤어,일상
쉽게 상처받는 거 같아,일상
어떤 걸 고를지 너무 오래 고민해요,자신감저하
스트레스 받는지 잠올 생각을 안 한다,불면
섭섭하게 쌓여요,슬픔
첫째 때문에 자괴감 생긴다 정말,죄책감
"어려울 때 도움을 요청할 사람도, 날 도와주기 위해 달려와줄 사람도 없어",외로움
잠설치는 거 다 남편때문이거든,불면
하루하루가 무서워서 집 밖에도 못 나갈 정도로 너무 힘들어요.,무기력
입맛 없어서 생활하기도 힘들어,식욕저하
다 무한이야?,일상
거기에 맥주도 팔고 그러잖아 키키,일상
뭔가 취미생활 필요해,일상
아무것도 좋아할 수 없을 거 같고.,무기력
행복하지가 않아요.,우울감
괜시리 쓸쓸하고 외롭고 그래,외로움
슬픈 노래 들을 수록 더 고독해지는 것 같아,외로움
어쩔 때는 확 죽여 버리고 싶다니까요.,분노
아주 대단한 나라야 그 나라 키키,일상
집에서 가만히 있어.,무기력
내 인생 답 없어,일상
식욕도 사라지고 잠만 엄청 자는 것 같아,식욕저하
특별히 하고 싶은 일도 없거든요.,무기력
요즘엔 하루에 23시간밖에 못자요.,불면
이 연주회를 무사히 해야 졸업을 할 수 있는데 불안해요.,초조함
맥주 소주 어떤거 마실까,일상
솔직히 내 얼굴에 문제가 있나 싶기도 해.,자존감저하
변명거리 생각해봐,일상
근데 저희 가족은 아니니까 너무 걱정돼요.,초조함
갑자기 청력을 잃게 될까 봐 걱정되고 불안해,초조함
아무것도 안 하고 싶어.,무기력
툭하면 화내고 울고 그래요.,초조함
아무리 원망의 눈초리를 보내도 모른다니까,분노
과거의 내가 원망스럽다,죄책감
의미가 사라졌어요,상실감
모르는 사람 만나는거 너무 스트레스야,일상
내가 이것밖에 안되는 인간이었다는걸 알고 나서 너무 괴로운거 있지,자존감저하
잠이 안 오니까 괴로워 죽겠어,불면
돈 버는 게 어렵구만.,일상
왜 자꾸 얕게 자는지 모르겠네,불면
이렇게까지 살아야 하나 싶어서 펑펑 울었어,슬픔
진짜 어이없어가지고 박차고 나왔지.,분노
평소에 긴장을 많이하는 편이에요.,초조함
왜 내가 임신까지 했는데 회사를 나가야 하는지 모르겠어서 억울해,죄책감
글을 읽다가 딴생각으로 빠져요.,집중력저하
아 답답해 뒤지겠다.,초조함
오히려 임신하고 살이 빠졌어,식욕저하
어머니가 자꾸 부정적인 말만 하니까 신경질이 나 죽겠어,초조함
아기 막상 낳으면 어떡하나 싶어서 머리가 혼란스러워,초조함
이번달 월세부터 걱정하게 돼.,초조함
병원에 갔더니 별 이상은 없다고 하는데 그래도 계속 걱정이 되네요.,초조함
