utterance,intent
도무지 어떻게 해야 할 지 모르겠다 너무 힘들어.,무기력
근데 또 무작정 자를 수도 없고 너무 힘들죠.,무기력
어렸을 때는 그래도 좀 괜찮았는데 나이 좀 드니까 더 힘들더라구요.,무기력
이 정도 되면 괜찮을 거라 생각했는데 여전히 힘들어요.,무기력
저도 그래서 그거 때문에 정말 많이 힘들었거든요.,무기력
이런 생각 때문에 너무 힘들어.,무기력
사랑해서 결혼했다고 생각했는데 전혀 그런 거 없이 힘들기만 했어요.,무기력
앞에서는 그냥 태연하게 있었지만 사실 너무 힘들었었던 것 같아.,무기력
아들이 절대로 약해지지 말라고 했는데 매일매일이 힘들어요.,무기력
임신 중에 하루도 마음 편한 날이 없었어.,무기력
정말로 너무 힘든 거야.,무기력
많이 힘들어요. 서로 지치는 게 많은 것 같아요.,무기력
다른 학생들 얼굴도 폐인이고내 얼굴도 폐인이고,무기력
남양주에서는 왜 그렇게 힘들었는지 몰라..,무기력
사는 게 이렇게 힘든데.,무기력
그 당시에는 정말 죽고 싶을 만큼 힘들었는데.,무기력
금방 다른 여자친구 만나러 가는 아빠랑 사는 것도 지겨워.,무기력
너무 힘들었으니까요.,무기력
요즘 너무 힘들어요.,무기력
그게 너무 힘들어요.,무기력
나 요즘 너무 힘들어.,무기력
그 때는 별 생각 없었는데 얼마 후에는 되게 괴로웠어요.,무기력
그럴 때면 그 때 생각이 나서 너무 힘들어.,무기력
근데도 괴로운 건 여전해요.,무기력
그 때 되면 지금보다 더 힘들 것 같은데,무기력
내가 저 맘 때쯤에 되게 힘들었거든.,무기력
근데 내가 예전부터 진짜 너무 괴로웠거든.,무기력
인생이 너무 고통스럽게 느껴지더라,무기력
이런 세상을 살아가는 것 자체가 너무 힘들어요.,무기력
남는 자리가 있냐고 전화 거는 것도 힘들어서.,무기력
지금 내 심정을 말할 수가 없어 얼마나 힘든지,무기력
인생은 살면 살수록 너무 힘든 거야.,무기력
언제까지 이렇게 살아야 하는 거니..,무기력
정신적으로 더 버틸 수가 없었어.,무기력
너무 상처가 컸어.,무기력
진짜 너무 괴로워.,무기력
아직도 마음이 아플 만큼 큰 상처이기도 해요.,무기력
내 인생은 안 힘든 적이 없는 것 같아.,무기력
하루를 또 살아가야 한다는 사실이 너무 지쳐요.,무기력
그래서 너무 힘들어요.,무기력
억지로 하루를 살아가는 것 같아.,무기력
힘들었었어요..,무기력
그때는 너무 힘들었어요.,무기력
힘들때면 특히 더 먹었어요.,무기력
그래서 너무 힘들었어.,무기력
너무 괴로운거야.,무기력
너무 고통스러웠어.,무기력
"그땐 정말 정신적으로, 육체적으로 힘들었어요.",무기력
요즘도 너무 힘들어요.,무기력
내가 너무 힘들어하니까 주변에서 자리도 내어주더라고.,무기력
힘들게 다이어트했는데 세상이 무너지는 느낌이야.,무기력
사는게 참 힘들다,무기력
"그 순간이 너무 지옥같고, 고통스러워.",무기력
이제는 지쳐요.,무기력
그래도 뭐 어쩌겠어. 힘들지만 하긴 해야겠지.,무기력
요즘 진짜 머리가 너무 복잡하고 힘들다,무기력
싸우고 집 들어오는데 그 날따라 더 힘든 거예요.,무기력
요즘 하루하루가 정말 너무 힘들어요.,무기력
모든 상황이 다 저 죽으라고 하는 것 같아요.,무기력
하루하루가 너무 괴롭고 힘들어요,무기력
점점 나아지긴 하는 것 같은데 그래도 힘들죠.,무기력
언제까지 이렇게 힘들어야 할 지 모르겠어요.,무기력
요즘 이것때문에 더 힘든 것 같아.,무기력
평범하게 사는 게 왜 이렇게 어려울까요?,무기력
이렇게 살기가 힘들 수 있을까?,무기력
사는 게 참 어렵네요.,무기력
어떤 날은 정말 죽을 맛이야.,무기력
내가 내 마음대로 안 돼서 나도 힘들다.,무기력
누가 나 좀 구해줬으면,무기력
정말 죽겠다,무기력
나 이제 더 이상 버틸 수가 없다.,무기력
마음이 약해질 때가 많아.,무기력
하루종일 이리 치이고 저리 치이고 힘들어 죽겠는데.,무기력
풀리는 게 하나도 없었어.,무기력
죽지 못해 사는 게 이런 걸까.,무기력
그런데 현실은 쉽지 않더라고요.,무기력
날 더 힘들게 하는 것 같아.,무기력
근데 못 버티겠더라.,무기력
맘처럼 쉽지 않아요.,무기력
근데 그게 잘 안되서 마음이 안좋아.,무기력
너무 힘들어.,무기력
아무것도 안해도 힘들고.,무기력
그래서 못하겠어요.,무기력
슬슬 너무 지쳐.,무기력
녹녹치 않아..,무기력
지쳤어요.,무기력
자꾸 이런 일이 생기니까 너무 힘들어.,무기력
안 그래도 힘든데 자꾸 이런 일만 생기는 것 같아서 너무 힘들어.,무기력
이런 일을 겪을 때마다 멘탈이 박살나는것 같아.,무기력
당연히 모든 게 늦어질 수 밖에 없죠. 너무 힘들어요.,무기력
간신히 버티고 있어요,무기력
마음이 아파서 죽을 것만 같아,무기력
막연하게 힘들기만 해,무기력
비교받는 건 진짜 너무 스트레스야,무기력
요즘 힘든 일이 너무 많아요,무기력
지쳤어,무기력
기초수급자에도 못 올라서 지원도 못 받고 진짜 너무 힘들었어.,무기력
학업스트레스도 그렇지만 남편과 싸우는것도 너무 힘들어.,무기력
근데도 계속 그런 느낌이 들고 너무 괴로워요.,무기력
근데 시험 준비하면서 강사 일 하기가 힘들더라구요.,무기력
그냥 내 모습을 보는 게 힘들어.,무기력
그런데 내 문제에 대해서는 말도 못 하고 괜찮은 척 웃고 있는 게 너무 괴로웠어요.,무기력
걱정 좀 안 하고 싶은데 진짜 너무 괴로워요.,무기력
몸 아픈것도 서러운데 정신병까지 생긴것 같아서 너무 힘들어.,무기력
너무 괴로워요. 아프지 않은데 아픈거니까,무기력
"이제 결혼생활 한 지 7년 째인데, 너무 힘들어.",무기력
지금 하는 부부 생활이 너무 힘들어,무기력
"매일이 그렇게 살얼음판 걷는 듯이 경쟁이 세니까, 그 부분에서 스트레스를 상당히 많이 받았어.",무기력
근데 비평준화다 보니까 다 공부 잘 하는 애들만 모인 거라 너무 힘들었어.,무기력
먹고 살기 너무 힘들어.,무기력
그 때 돈도 못 벌고 되게 힘들었거든요.,무기력
내가 나가서 돈을 같이 벌어야 하는 상황이 지속되니까너무 부담되고 힘들어.,무기력
둘 다 갚을 능력은 안 되고 해서 좀 많이 힘들어요.,무기력
집안 사정도 안 좋아지고 학점도 많이 떨어져서 힘들거든요.,무기력
애 키우는 것도 힘들고 돈 나갈 데만 있는 것도 힘들고,무기력
직장 다니면서 모아놨던 돈이랑 퇴직금이랑 닥닥 긁어서 쓰고 있는데 솔직히 힘들어요.,무기력
많이 고민을 해봤는데도 아직 모르겠어서 너무 괴롭고,무기력
점점 한계에 다다르고 있는 느낌이예요.,무기력
전공도 나랑 안 맞고 공부 자체가 너무 힘들다.,무기력
집에도 못 가고 공부만 하는데 죽을 것 같아.,무기력
수업량도 너무 많고 공부만 하는 시스템이 너무 지루하고 힘들었어요.,무기력
공부하는 게 정말 힘들긴 하죠.,무기력
"매일 영어 공부하랴, 일하랴, 남편 뒷바라지 하랴 정말 힘들었어요.",무기력
지난 학기에 장학금도 못 받아서 정말 죽고 싶었어.,무기력
알바 하면서 다니다 보니까 학점이 좀 안 좋아서 그 때 좀 힘들었어요.,무기력
학교 수업도 따라가기 힘들어요.,무기력
내용이랑 양도 너무 벅차고 진도 따라가기도 힘들어.,무기력
원래 다니던 학교보다 이 학교가 공부를 더 잘하는 학교라 너무 힘들거든요.,무기력
지금 그때 생각만 해도 끔찍하다.,무기력
나한테 3년 전은 너무 힘든 시간들이었어.,무기력
"집에 가기도 싫고, 혼자 있고 싶어요.",무기력
휴일만 되면 집에 내려가고 싶어.,무기력
남친이랑 헤어지고 나서 너무 힘들었어.,무기력
그런 사람인줄 꿈에도 모르고 결혼한 거라서정말 힘들었어.,무기력
나도 임용고시 때문에 스트레스인데 출장 가있는 남편 챙기랴시부모님 챙기랴 저만 고군분투하는 느낌이었죠.,무기력
낯도 엄청 가리고 그러니까 그게 너무 힘들었어요.,무기력
처음엔 말도 안 통하고 음식도 입에 안 맞아서 힘들었어요.,무기력
한국 문화에 익숙하지 않다 보니까 여기에 적응하기가 힘들더라.,무기력
"식구들, 친구들이랑 다 떨어져서 지내려니까 너무 힘들어.",무기력
서울에서 지내는 동안 정말 너무 힘들었어.,무기력
단체생활이 너무 힘들어요.,무기력
모든 게 전과 달라서 힘이 드는 것 같아요.,무기력
낯선 타지의 생활도 정말 힘들었어요.,무기력
새로운 곳에서 적응도 해야해서 더 힘들었어.,무기력
노력에 비해 많이 빠지지 않는것 같아서 심적으로 힘들었어.,무기력
노력으로도 안 되는 일이 있다는게 너무 힘들어.,무기력
"중학교 때 나는 너무 힘들어서, 누나한테 경찰서에 가자고 말했지만 누나는 참으라고 했어.",무기력
정신적으로 너무 괴로우니까 자꾸 술 담배를 찾게 돼. 그냥 연기처럼 사라지고 싶어.,무기력
못 견딜 것만 같아.,무기력
먼저 거리를 둬도 힘든 건 똑같은 것 같아.,무기력
사람 대하는게 많이 힘들더라구요.,무기력
사람들 많이 만나면서 마음 아픈 거를 느끼지 않으려고 하는 것 같아.,무기력
너무나 힘들어서 친구들을 만나고 싶은 생각도 없었어요.,무기력
본과 1학년때 제일 힘들었어요.,무기력
대학 다니는 내내 너무 힘들었어요.,무기력
근데 막상 서울대 오니까 너무 힘든 거야.,무기력
그래서 조별과제도 나한테는 너무 힘들더라고,무기력
점점 더 학교에 나가는게 힘들었어요.,무기력
대학을 지방에서 서울로 올라오면서 많이 힘들었어요.,무기력
그걸 들을 때마다 가슴이 무너져 내렸어요.,무기력
근데 나도 힘들어서 그러지 말라고 하고 그냥 그걸로 대화가 끝이었어.,무기력
지금 당장이라도 다 던져버리고 도망가고 싶어요.,무기력
6개월 쯤 살았나? 더 이상 버티기가 힘들어서 둘째만 데리고 서울로 올라와버렸어.,무기력
그래서 힘들어도 참고 살았어요.,무기력
트라우마가 된 건지 마트도 잘 못 가겠고 힘드네요.,무기력
지금은 한 공간에 있는 것 조차도 견디기 힘들어.,무기력
이게 꼼꼼한 거긴 한데 자꾸 이러니까 하루종일 너무 피곤해서 힘들어요.,무기력
반복적인 기계처럼 말하는 것도 지쳐요.,무기력
이번 구정 때도 정말 엄청 시달려서 너무 힘들었어요.,무기력
나는 힘든데 아내는 나한테 전혀 관심이 없어.,무기력
하루종일 기운이 없어서 애 키우는 것도 힘들고 집안일도 힘들고,무기력
하루하루가 무서워서 집 밖에도 못 나갈 정도로 너무 힘들어요.,무기력
무서워서 연애도 못 하겠고 진짜 너무 힘들어요.,무기력
부모님 앞에선 아무 문제가 없어야 해요. 그게 저를 제일 힘들게 해요....,무기력
회사일로 바쁜데 몸이 안따라줘서 힘들어요.,무기력
상대적 박탈감같은게 들었어. 그런 마음이 들면서부터는 너무 괴로워.,무기력
계속 생각하면 나만 괴롭잖아.,무기력
생각하고 싶지 않은데 계속 생각나서 너무 괴로워.,무기력
생각을 안 하고 싶은데 그 날의 그 발표 시간이 계속 생각나서 너무 괴로워요.,무기력
뭔가 그게 트라우마가 돼서 문제가 해결이 안 되는 것 같아. 계속 생각나서 힘들어.,무기력
사실 간질로 힘든 것보다 이 발작으로 생긴 트라우마가 더 힘들어.,무기력
밤은 나를 괴롭게 해.,무기력
그래서 밤이 지옥같이 느껴져요.,무기력
"당연히 바로 달려가서 달래주는 게 정상일 텐데, 그 상황이 너무 버겁고 싫은 거에요.",무기력
전출 신청했는데 도저히 기다릴 수 없을 만큼 힘들었어요.,무기력
지난 달에는 대변 보는데 진짜 너무 안 나와서 힘들었거든요.,무기력
병수발도 힘든데..정신적인 괴롭힘까지 당하니까 정말 미칠것 같아요.,무기력
다시 병원 다니는 것도 너무 힘들어요.,무기력
그래서 약도 안 먹고 그냥 버티고 있는데 점점 더 힘들어서,무기력
스테로이드는 끊었는데 수면제도 안 맞고 진짜 요즘 너무 지치고 힘들어요.,무기력
치료 끝나고 회사에 복직했는데 일하는게 힘들어.,무기력
주로 봄에 많이 힘들더라.,무기력
그런데 너무 힘들고 부담스러운 거예요.,무기력
부담감 때문에 더 힘든거같아.,무기력
그 부담감에 너무 힘들어요.,무기력
근데 중재하는 것도 나중에는 제가 다 너무 힘들고 부담스러운 거예요.,무기력
선배들한테 찍히고 나니까회사 다니기가 너무 힘드네요.,무기력
그런데 정말 적응하기가 너무 어려웠어.,무기력
와서 그래도 잘 적응하면 되겠지 싶었는데 너무 벅차,무기력
그래도 여전히 적응하기 힘들어.,무기력
"언어도 다르고, 문화도 다르니까 너무 힘들었어요.",무기력
내가 했던 일이 아니니까 너무 낯설고 적응하기 힘들더라고.,무기력
근 1년 만에 회사에 가니까 적응하기가 힘들어.,무기력
근데 시간이 지날수록 오히려 집에 적응하는게 더 힘이 들더라구요.,무기력
학교에 적응하기가 힘들었어.,무기력
직장에서 주어진 시간 내에 일을 못 하는 것 같아서 힘들어,무기력
일상생활이 불가능한 느낌이야. 더 이상은 버티기 힘들어.,무기력
지난주에 근무할 때는 더 이상은 힘들겠다는 생각이 들만큼 답답했어요.,무기력
제 마음이 너무 힘드니까 아기를 못 보겠어요.,무기력
그런데 제가 의지할 사람도 없어서 너무 힘들었어요.,무기력
힘든 일이 겹치니까 나도 더 이상 버틸 수가 없더라.,무기력
꾸준히 계속 그런 건 아닌데 아무래도 좀 힘들어서,무기력
남들도 남들이지만 나 자신이 가장 괴로워. 잠도 못 자고..,무기력
사람이 많고 번잡스러운 곳만 가면 이러니까 너무 힘들어요.,무기력
인터넷에 사람 많은 게 힘들어서 시내에 잘 나가지 않는다고 글을 썼는데 댓글에 내향적이라서 그렇다는 글만 잔뜩 달렸어요.,무기력
사람 많은 곳에 못 가겠어. 너무 힘들어.,무기력
그래서 출퇴근길이 제일 힘든 것 같아요. 어딜 가나 사람이 너무 많아서,무기력
사람이 너무 많아서 힘들어요.,무기력
처음에는 진짜 그냥 사람 많은 곳만 힘들어서 못 가고 피하고 그랬거든?,무기력
그래서 사소한 거에 스트레스를 되게 많이 받아서 힘들었어요.,무기력
대리점을 혼자 운영하려니 너무 힘들더라구요.,무기력
"사업 수습하랴, 애한테 신경도 써야 하고.. 점점 지치더라고요.",무기력
웹 상에서는 말도 잘 하고 활발한데 현실에선 그게 너무 힘들어.,무기력
사회생활이 너무 힘들었거든요.,무기력
그런데 사회 생활만큼 힘들지는 않은 것 같아.,무기력
"성인이 되고, 사회생활을 하면서 더 힘들어요.",무기력
사람들 상담해주는게 이렇게 힘들 줄 몰랐어.,무기력
너무 상처가 컸어요.,무기력
결국 그만뒀는데상처가 지워지지 않아요.,무기력
근데 책을 만드는 일이 처음이다 보니까 너무 힘들더라고.,무기력
오만 생각이 다 들어서 정말 힘들었어요.,무기력
근데 요새는 생각도 많고 스트레스도 많고 그래서 힘들어요.,무기력
이대로는 일상생활조차 힘들 것 같아.,무기력
일상생활을 하기가 너무 힘들어요.,무기력
근데 평범하게 살기가 너무 힘든 것 같아요.,무기력
사실 서울 생활 너무 힘들어서.,무기력
하루의 반을 지하에서 보내다 보니까 너무 힘들었어요.,무기력
그래서 직장을 다니기도 힘들더라구.,무기력
힘들때도 많지만 이 일 아니면 안될거 같아요.,무기력
얼른 수능이 끝나버렸으면 좋겠어요. 진짜 너무 힘들고 괴로워서,무기력
잠자는 시간이 다가올수록 힘들어.,무기력
수술복도 입기 힘들었어.,무기력
스트레스가 너무 심하네요.,무기력
스트레스 받아서 진짜 죽을 거 같아요,무기력
너무 스트레스 받아요.,무기력
스트레스가 심해요.,무기력
요즘 부쩍 스트레스를 많이 받아서 힘들긴 했어.,무기력
이거 때문에도 또 스트레스 받고 여러모로 진짜 너무 힘들다,무기력
이 때 제일 힘들고 스트레스 많이 받았던 것 같아.,무기력
요즘 그래서 여러모로 너무 스트레스 받아서 힘들어요.,무기력
아무튼 그렇게 스트레스를 좀 많이 받았는지 요즘 너무 힘들어.,무기력
이렇게 쭉 살다가는 스트레스 때문에 먼저 죽을 것 같았어요.,무기력
요즘 너무 스트레스 받아서 힘들다,무기력
하루하루가 스트레스야.,무기력
너무 스트레스도 많이 받고 힘들었어.,무기력
더 힘들고 스트레스받더라구요.,무기력
스트레스도 엄청 받아서 힘들었죠.,무기력
스트레스를 안 받은 것도 아니었어요. 이렇게 참으면 항상 너무 힘들고 짜증났어요.,무기력
차비도 아깝고 솔직히 친척들 보는 것도 스트레스예요.,무기력
점점 승무원으로 일하는게 힘들어지더라구.,무기력
왜냐면 시댁식구들을 대하는게 너무 힘들거든..,무기력
시댁식구들 등쌀에 너무 지치고 괴로워서 한국에는 더 이상 못있겠더라구.,무기력
친정이나 시댁이나 저를 너무 힘들게 해요.,무기력
임용이 어려울 줄은 알았지만 너무 힘들어요.,무기력
근데 시험 준비가 진짜 너무 힘들더라구요.,무기력
"먹어야지 잠을 잘 수 있는데, 억지로라도 먹어야하는데",무기력
처음엔 마음만 괴로웠는데 요즘은 몸까지 증상이 나타나요.,무기력
근데 3년이 지나도 애가 안 들어서는 거야. 그 때 좀 힘들었어.,무기력
근데 이력서 내봤자 다 떨어지니까 너무 힘들어.,무기력
그 때만 생각하면 너무 끔찍해서 자다가도 깨요. 너무 싫어서.,무기력
그게 너무 싫고 힘들었어요.,무기력
출근이 너무 괴로워요.,무기력
병원에서는 심리적인 문제라고 하는데 저는 너무 힘들거든요.,무기력
그래서 그냥 꾹 참아보려고 했는데 아무래도 잘 안 되네. 너무 힘들어.,무기력
잘 지내보려고 해도 무슨 말만 하면 짜증을 내니까 저도 너무 힘드네요.,무기력
집 앞에서 간단하게 서빙 알바를 하는 거였는데 진짜 너무 힘든 거야.,무기력
아르바이트처럼 잠깐잠깐 하는 일은 이제 지쳐요.,무기력
아침에 눈 뜰 때가 제일 힘들었던 것 같아.,무기력
그 이후에 아침에 일어나기가 힘들었어요.,무기력
아침에 출근하기가 너무 힘들어요.,무기력
완벽해야한다는 압박감에 힘들어.,무기력
쌍둥이를 낳았는데 한번에 애 둘을 키우려니까 몸도 마음도 너무 힘들어요.,무기력
"근데 내가 생각했던 것보다 너무 힘들고, 어렵더라.",무기력
고등학교때는 정말 많이 힘들었어.,무기력
저는 엄마가 어렸을 때 돌아가셔서 더 힘들었던 것 같아요.,무기력
애가 붕괴성 장애라고 하는데 어렸을 때 정말 힘들었죠.,무기력
저도 힘들고 어머니도 너무 힘들어해요.,무기력
월간이라 그런지 잡지 마감만 되면 진짜 너무 힘들어요.,무기력
요즘 일하는 게 너무 힘들어.,무기력
근데 아무래도 일이 많이 힘들거든요.,무기력
근데 여친이랑 헤어지고 나니까 너무 힘들어서,무기력
장거리 연애여도 별로 안 힘들 줄 알았는데 생각보다 힘들더라구요.,무기력
실수가 없는 편이예요. 사람들에게 인정은 받는데 정작 나 자신은 괴로워요.,무기력
사랑을 안 하니까 좀 힘드네.,무기력
근데 저도 제가 뭐 때문에 힘든지 잘 모르겠고,무기력
남들은 내가 유학 간다고 부러워하는데 난 너무 힘들어.,무기력
근데 정말 애 키우기 너무 힘들다,무기력
첫째 아이 보는 것도 둘째 보는 것도 너무 버겁고 힘들어.,무기력
첫째까진 괜찮았는데 둘째까지 같이 키우려니까 너무 힘들더라.,무기력
"이런 말 뭣하지만, 애들 두고 도망가고 싶은 생각이 한 두 번이 아냐. 너무 힘들어.",무기력
술 마시면 항상 생각하지. 왜 이렇게 힘들게 살아야 하나.,무기력
그런데도 너무 힘들어서 다 관두고 싶어졌어요.,무기력
근데 제가 꽤 많이 좋아했는지 헤어지고 나니까 너무 힘들어요.,무기력
헤어지고 나서 별로 안 힘들 줄 알았는데 사실 엄청 힘들었어요.,무기력
그 남자랑 헤어진 이후부터 너무 힘들었어요.,무기력
얼른 전 여친 잊고 싶은데 그게 너무 어려워서 힘들다.,무기력
내 몸이 내 몸이 아닌 느낌이야. 너무 힘들어.,무기력
"전남편이랑 이혼하고, 너무 힘들었어요.",무기력
사랑하지 않아서 이혼한게 아니었기 때문에 이혼 당시에는 많이 힘들었어요.,무기력
가족들까지 같이 힘들까 봐 내색을 못하고 있는데 점점 견디기 힘들어요.,무기력
간신히 버티고 있어요.,무기력
이걸 다음 주까지 견뎌야 한다는 게 진짜 너무 괴롭다,무기력
그 생각으로 힘들어도 그냥 꾹 참고 버텼어요.,무기력
사는게 힘들다.. 겨우 버티고 있어.,무기력
되게 힘들다고 느껴도 그냥 혼자 참고 이겨내요.,무기력
남들이 인정해줘도 저는 진짜 너무 힘들고 괴로워서,무기력
나 혼자도 힘들어 죽겠는데 뱃 속에 아기까지 생겨서정말 미칠 지경이었어요.,무기력
임신하고 출근하는 게 그렇게 힘들 수가 없었어.,무기력
근데 요즘은 아이 때문에 너무 힘들다는 생각이 들어.,무기력
아이 문제로 너무 힘들어.,무기력
나중에는 차타는 것도 힘들더라구.,무기력
죽어야 이 고통이 끝날 것 같아서 그래요.,무기력
그리고 발표 난 후에는 정말 너무 힘들어요. 죽고 싶어요.,무기력
어느 쪽이든 다 괴로워서 요즘 정말 살고 싶지가 않아.,무기력
너무 힘들어서 죽고 싶었으니까.,무기력
진짜 너무 힘들고 괴로워서 맨날 죽고 싶단 생각만 하는 것 같아.,무기력
정말 너무 괴로워서 죽고 싶어.,무기력
정말 너무 힘들다. 그냥 죽어버리고 싶어.,무기력
그저게 자위를 처음 하게 됐는데 자꾸 그게 생각나서 괴로워요.,무기력
근데 하루하루 날이 지날수록 잔소리가 너무 심해서 진짜 너무 힘들어.,무기력
지금은 재수 잘 하고 있긴 한데 그 때는 너무 힘들어서,무기력
주변에서는 실수 안 하고 완벽하다고 하는데 정작 나는 너무 괴로워요.,무기력
3개월 간격으로 힘든데 진짜 죽을 것 같더라.,무기력
그래서 그런지 할머니 돌아가셨을 때 정말 너무 힘들었어요.,무기력
이러면서 취업 준비까지 다 해야 하니까 너무 힘든 거예요.,무기력
그 증상이 제일 불편하고 힘드네요.,무기력
한 달쯤 되면 괜찮아질 줄 알았는데 오히려 점점 더 힘들어지는 것 같아.,무기력
날이 갈수록 이렇게 공상하는 게 심해져서 너무 힘든 거야.,무기력
중간에 내릴 수도 없는데 증상이 나타나니까 너무 괴로운거 있지..,무기력
몇 시간 정도 증상이 지속돼서 너무 힘들었어.,무기력
이것도 하루 이틀이어야지 계속 이러니까 너무 힘든 거야.,무기력
매일 겪지만 매일 힘들어,무기력
이제 이러는 것도 지쳐요.,무기력
너무 지친다,무기력
갈수록 지쳐요,무기력
이제 저도 한계가 온 거 같아요.,무기력
그런데 하기가 힘들고 지쳐서 더 그런거 같아요.,무기력
하지만 지금은 몸도 마음도 지쳤어요.,무기력
병원 다니기도 지겨워요.,무기력
"꿈에 그리던 레지던트가 되었고, 지금 3년차인데 너무 힘들어.",무기력
요즘 회사 일이 너무 힘들어요.,무기력
벌어먹고 사는 게 왜 이렇게 어려운 건지.,무기력
월급을 받는 게 이렇게 어려울 줄이야.,무기력
먹고 살기 힘드네.,무기력
결혼을 하고 나니까 집안일이랑 직장을 병행하는 게 너무 힘들더라구.,무기력
집안일에 회사 일까지 겹치니까 너무 힘들더라구.,무기력
집에서 매일보니까 더 괴로워요.,무기력
아무도 없는 집에 혼자 있는 것도 너무 괴로워.,무기력
완전 힘들고 짜증나요.,무기력
너무나 힘들고 체력도 계속 줄고있고.,무기력
"나도 육체적, 정신적으로 힘들었어.",무기력
남들은 살 빠져서 보기 좋다고 하는데 저는 너무 괴로워요.,무기력
근데 출근 하기가 어찌나 힘들던지,무기력
그래서 출근하는게 지옥같아.,무기력
근데 애 낳기 전부터 정말 너무 힘들더라.,무기력
출산 휴가를 최대한 쓰고 써도 너무 힘들었어.,무기력
대학 졸업하고 취업이 진짜 안 됐었어요. 엄청 힘들었죠.,무기력
막 너무 힘들다가도 친구 힘들었던 거에 비해서는 아무 것도 아닐 거란 생각이 들어.,무기력
"마음도 힘든데, 몸도 아파요.",무기력
뭔가 트라우마 때문인 것 같아서 너무 괴로워.,무기력
근데 가서 너무 힘들었거든 너무 지치고 힘들었어.,무기력
아이야말로 내 결혼 생활의 가장 큰 축복이라고 생각하는데 그냥 몸이 힘드니까.,무기력
일어나기도 힘들고 몸도 고되요.,무기력
이게 계속 반복되다 보니까 저도 너무 지치고 힘드네요.,무기력
너무 힘들어요. 세상 모든 고통이 저에게만 오는 것 같네요.,무기력
그래서 그 후로는 안 했는데 요즘 학교 때문에 힘들어서 그런가,무기력
교실에 앉아 있는 게 너무 힘들어.,무기력
학교 수업시간도 너무 힘들고.,무기력
그러다보니까 학교생활이 너무 힘들었어요.,무기력
일단 학교에 나가는거 자체가 힘들었어요.,무기력
아침에 학교가기가 너무 힘들어.,무기력
초등학교 때까진 몰랐는데 중학교 들어가니까 너무 힘들더라.,무기력
하루종일 학원에서 수업 듣고 있는 거 너무 힘들어.,무기력
그런데 친구들에게도 말을 못해요.. 너무 힘든 것 같아요.,무기력
미국에서 지내는 동안 정말 힘들었어요.,무기력
모든 게 갑작스러워서 너무 힘든데 기댈 곳이 없어요.,무기력
저한테는 화장실을 가는게 너무 힘든 일이에요.,무기력
몸도 마음도 너무 힘들어서 새로운 곳에서 다시 시작하고 싶었어.,무기력
너무 힘들다.. 혼자 할 수 있는 일이 아니구나..,무기력
하루하루 먹고 사는 게 힘드니까 미래에 대한 계획은 꿈도 못 꿔.,무기력
그래서 많이 힘들고 불편해.,무기력
평소 잘하던 것도 못하고 애들 키우는 것도 힘들어요.,무기력
밥을 먹는 것도 귀찮게 느껴져요.,무기력
만사가 다 성가셔요.,무기력
저녁에 놔둔 설거지도 하기 싫고 다 귀찮아요.,무기력
"이제 생활비도 점점 떨어져가고, 집에 올라가야 할 텐데 모든 게 다 귀찮아요.",무기력
그래서 요즘은 다 싫고 다 재미도 없어.,무기력
너무 귀찮아졌어요.,무기력
병적인 귀찮음이 생겼어요.,무기력
나도 이 게으름에서 벗어나는 게 좋겠다는 생각을 종종 해.,무기력
"그런데 내가 게으르게 행동을 하고 싶어서 하는 게 아니라, 습관처럼 굳어져버린 거 같아.",무기력
근데 너무 귀찮다,무기력
TV 보는 것도 귀찮아요.,무기력
숨 쉬는 것도 다 귀찮은 느낌이에요.,무기력
만사가 귀찮고 인생이 정말 재미 따위 하나 없다.,무기력
그런 것도 다 미루게 돼. 그냥 모든 게 다 귀찮아.,무기력
요즘 그래서 아무 것도 하기 싫고 그냥 다 귀찮아.,무기력
고용한 사람들 일일이 관리해줘야 하는 것도 귀찮고 그냥 다 귀찮아요.,무기력
만사가 다 귀찮아.,무기력
요즘엔 어디 나가기가 귀찮아.,무기력
움직이기가 귀찮아서.,무기력
사는 것이 귀찮게 느껴져요.,무기력
"자꾸 귀찮고, 알바하고 집에 오면 아무것도 하기 싫어",무기력
씻는 것도 귀찮아.,무기력
어딜 나가기도 귀찮아.,무기력
너무 귀찮아서 약속들을 계속 미루고 있어.,무기력
꼼꼼하단 소리를 많이 들었는데 이제는 뭐 다 귀찮아서,무기력
누구 만나는 것도 다 귀찮아 졌거든.,무기력
회사고 집이고 말하는게 너무 귀찮아.,무기력
생활이 너무 힘드니까 말하는 것도 귀찮고 아무 것도 하기 싫거든요.,무기력
그래서 집에 아이랑 계속 같이 있게 되는데 그냥 다 귀찮아요.,무기력
말하는 게 귀찮았어.,무기력
옷장 정리도 귀찮아서 한꺼번에 몰아서 해요.,무기력
그 때는 먹는 것도 귀찮아서 사흘 동안 굶은 적도 있거든요.,무기력
뭔가를 씹고 삼키는 것도 귀찮아서 아예 안 먹었어요.,무기력
귀찮아서 치료를 받지는 않았어.,무기력
다 귀찮고 다 싫고 흥미가 없어요. 돈도 아무 의미가 없어요.,무기력
이런 걱정 때문인지 요즘 모든 게 다 귀찮고 의욕도 없고 흥미도 없어.,무기력
애 준비해서 유치원도 보내야 하는데 다 귀찮고,무기력
나가는 게 귀찮아요.,무기력
다 귀찮아서 집 밖으로 못 나가겠어요.,무기력
