utterance,intent
돈 다 썼어,일상
돈 다 어디 갔나,일상
돈 다 어디 쓴지 모르겠네,일상
돈 다 없어졌어,일상
돈 많으면 좋겠지?,일상
돈 많은 백수 하고 싶어,일상
돈 많이 벌고 싶어,일상
돈 많이 벌었으면 좋겠어,일상
돈 모으고 싶어,일상
돈 모으는 재미,일상
돈 모으는 재미가 있네.,일상
돈 버는 게 쉽지 않음,일상
돈 버는 게 어렵구만.,일상
돈 벌고 싶어,일상
돈 벌면 뭐하나,일상
돈 벌어서 뭐하지,일상
돈 빌려줬는데 연락 두절,일상
돈 빌려줬는데 잠수탔어,일상
돈 안드는 데이트 코스,일상
돈 어디갔지,일상
돈 없는데 투잡이라도 해야 할까,일상
돈 없어,일상
돈 없어도 갈 수 있는 데이트 코스,일상
돈 없으면 결혼도 못하겠다.,일상
돈 잃어버렸어,일상
돈 좀 모아야 할텐데,일상
돈 좀 빌려줘,일상
돈 쥐꼬리만큼 가지고 유세부리는 꼴이라니,일상
돈없이 결혼하기 가능?,일상
돈은 어떻게 모으는 거임,일상
돈이 똑 떨어짐,일상
돈이 안 모여,일상
돈이 엄떠,일상
돈이 없네,일상
돈이 없어 졌어.,일상
돈이 천원밖에 없어,일상
돈이 하나도 없어,일상
돈이라도 많으면 좋을텐데,일상
돌겠다,일상
돌아버리겠다. 진짜,일상
돌잔치 가야지,일상
동기가 나보다 먼저 진급,일상
동기는 진급하는데,일상
동료가 너무 게을러,일상
동문서답을 해.,일상
동상 걸릴 뻔했어,일상
동상 걸릴거 같아.,일상
동생이 나 제끼고 결혼하겠대,일상
동생이 먼저 결혼하겠대,일상
동생이랑 대판 싸움,일상
동생이랑 싸웠어,일상
동생한테 약점 잡혔어,일상
동생한테 짜증냈어,일상
동생한테 화냈어,일상
동성 친구들이 편해,일상
동성이 좋아,일상
동호회 가야지,일상
동호회 나가기 귀찮아,일상
동호회 나가야 하나,일상
동호회 나가지 말까,일상
동호회 약속 있어.,일상
동호회 재미 없어졌어,일상
되게 건조하네,일상
되고 싶은 게 두 개야,일상
되고 싶은 게 없어,일상
되는 일이 하나도 없네,일상
두 사람만 좋으면 되는줄 알았는데 아니었나봐,일상
두고 봐,일상
둔한 편인데 이것만 예민해,일상
둘이 사귀는 거 같애,일상
뒤돌아 보지 말고 나가야 하는데,일상
뒤에 누가 따라 오는 것 같아 무서워,일상
뒤에서 발자국 소리 나서 놀램,일상
뒤에서 얘기하면 내가 못 들을 줄 알았나봐?,일상
뒤에서 호박씨까면 내가 못 들을 줄 알았나?,일상
뒤척이다 늦잠 자게 되네,일상
뒷통수 맞았어,일상
뒷통수 제대로 맞음,일상
드디어 개강이다,일상
드디어 데이트인데 뭐하지,일상
드디어 봄이 오나봐,일상
드디어 손 잡음,일상
드디어 승진함,일상
드디어 졸업한다,일상
드디어 천일,일상
드디어 커플 반지 받았어,일상
드디어 해외 여행 간다,일상
드라마 볼 게 없어,일상
드라마나 보면서 놀고 싶다.,일상
드라이 잘 안되네,일상
드라이가 잘 안돼,일상
드라이브 데이트 해야겠다,일상
드라이브 하면서 데이트 해야겠다,일상
드라이플라워 만들었어,일상
드레스룸 만들고 싶다,일상
드레스룸 있으면 좋겠다.,일상
드론 자격증 딸까?,일상
드론 조종사 자격증 따면 재밌을 거 같아,일상
듬직한 사람이 좋아,일상
등록금 너무 비싸다. 허리 휨,일상
등록금 비싸다,일상
등산할까,일상
따듯해서 좋다.,일상
따듯해지니까 살 것 같다.,일상
따뜻한 물이 안나와,일상
딱 좋아,일상
딴 거 뭐 할 줄 알아?,일상
딴 일 찾아볼까,일상
딸기 먹고 싶다.,일상
딸기 먹어야지,일상
딸기 먹을래,일상
딸기 뷔페 가고 싶어,일상
딸기가 너무 먹고 싶어.,일상
딸기가 좋아,일상
땅 사면 좋겠다.,일상
땅이나 살까,일상
때려 치고 싶다,일상
떠나요 제주도,일상
떡볶이 먹고 싶다,일상
떨리나봐,일상
떨어뜨려서 핸드폰 액정 나갔어,일상
또 개강이라니,일상
또 개강이야,일상
또 공부해야돼,일상
또 눈 내려,일상
또 못 만났어,일상
또 뭘 먹나,일상
또 살찐 거 같아,일상
또 스팸 전화,일상
또 야근,일상
또 어떻게 버티지?,일상
또 전화 안받아,일상
또 지각하네,일상
또 폭식했다.,일상
또 한달이 지나갔네,일상
또라이가 너무 많아,일상
또라이들 짱 많아,일상
똑 부러지게 말해야지,일상
똑같은 나날들,일상
똑똑!,일상
똑똑하면 좋겠다,일상
똑똑해지고 싶다,일상
똥마려,일상
뜨끈한 온천가고 싶다.,일상
뜻밖의 고민을 하고 있어,일상
띰띰해요 놀아 주세요,일상
라면 맛있게 끓이는 법 알려줘,일상
라면 먹고 갈래,일상
라면 먹고 싶어,일상
라면 먹어야겠다.,일상
라면 먹을래,일상
라면 잘 끓이는 법,일상
랜선 집사됐어,일상
레고 사고 싶은데 비싸,일상
레고가 비싸,일상
레시피대로 한 거 같은데 왜 맛이 없지?,일상
레시피대로 했는데 왜 맛이 없지?,일상
렌터카 빌릴까봐,일상
로그인 아이디 기억안나,일상
로그인 아이디 까먹었다,일상
로또 당첨 번호 불러봐,일상
로또 당첨 번호를 불러 주세요,일상
로또 당첨 좀 됐으면,일상
로또 번호 알려줘,일상
로또 좀 됐으면,일상
롯데월드 가자고 해볼까?,일상
롱패딩 살까,일상
롱패딩 필요할까,일상
리모델링할까,일상
리치치즈피자 먹고 싶다.,일상
리폼 해볼까,일상
마딩 있는 주택에 살고 싶어,일상
마라톤 나가볼까,일상
마라톤 출전할까,일상
마른 기침 나와,일상
마른 기침이 계속 나오네,일상
마스크팩 대량 구매했어,일상
마스크팩 잔뜩 샀어.,일상
마음 다 잡는 중,일상
마음 둘 곳이 없어,일상
마음 잡고 고고씽,일상
마음 잡고 다시 시작,일상
마음도 춥고 날씨도 춥네,일상
마음만은 청춘이야,일상
마음만은 항상 청춘인데,일상
마음에 드는 거 같은데 고백을 왜 안 하지,일상
마음에 안 드는 짓만 해,일상
마음에 하나도 안 들어,일상
마음을 보여 주고 싶어.,일상
마음을 정리하고 있는데 뜻밖의 남자가 카톡을 했네,일상
마음을 정리하는 중인데 카톡 왔어,일상
마음의 여유가 없어,일상
마음의 평화가 필요해,일상
마음이 무거워져,일상
마음이 보였으면 좋겠어,일상
마음이 복잡해,일상
마음이 싱숭생숭해서 자꾸 글을 쓰게 되네,일상
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹,일상
마음이 울적해,일상
마음이 유난히 춥네,일상
마음이 자꾸 급해져,일상
마음이 조급해,일상
마음이 착잡하다,일상
마음이 허해,일상
마카롱 먹고 싶다,일상
막 말하는 거 고치고 싶어,일상
막 뭐 사고 싶어.,일상
막말 좀 안 했으면 좋겠다,일상
막말 쩔어,일상
막말 최악이지,일상
막말 할거 같은데,일상
막말이 나와,일상
막말이 제일 나빠,일상
막말해서 상처줬어,일상
막차 놓쳤다,일상
막차 놓쳤다 택시비 아까워,일상
막차 놓쳤어,일상
만나기만 하면 싸워,일상
만나기만 하면 자꾸 싸우게돼,일상
만나는게 싫지는 않아,일상
만나면 싸워,일상
만나면 좋긴 한데 귀찮아,일상
만나면 좋은 사람이 있어. 헤헤,일상
만나면 좋은데 사귀긴 싫어,일상
만나서 고백할걸,일상
만나자고 약속 잡는 것도 귀찮아,일상
만날 땐 좋고 안 만나도 괜찮은 거 같아,일상
만담꾼이네!,일상
만두 먹고 싶어,일상
만든 사람,일상
만족을 모르나봐,일상
만족할 줄을 몰라,일상
만족해야겠지?,일상
많이 먹었는데 몸무게 똑 같아,일상
많이 먹었더니 졸려,일상
많이 자도 피곤해,일상
말 거는게 어려워,일상
말 예쁘게 하고 싶어,일상
말 잘하고 싶어,일상
말 잘하는 법,일상
말 좀 잘하면 좋을텐데,일상
말문이 막힌다,일상
말문이 탁 막힌다,일상
말실수했다,일상
말을 못하겠어,일상
말을 수시로 바꾸는 사람 어떻게 해?,일상
말을 예쁘게 하면 좋으련만,일상
말을 왜 이렇게 못 알아 듣니,일상
말을 이해를 못해?,일상
말을 좀 잘 하고 싶어,일상
말을 해놓고 후회돼 죽겠어,일상
말이 너무 심해,일상
말이 안 통해,일상
말이 안돼,일상
말이 제일 무서운 듯,일상
말조심해야지,일상
말투가 맘에 안들어,일상
말투가 별로야,일상
말하고 나니 후련하네여,일상
말하고 후회하면 어떡해,일상
말하고 후회할까봐 걱정돼,일상
말하는 대로 다 되면 정말 좋겠다,일상
말하는게 재밌어!,일상
말하는대로 다 됐으면 좋겠다,일상
말하는대로 이루어졌으면.,일상
말하지 말걸,일상
말해봐,일상
맘 편한 데가 없어,일상
맘속으로 조금씩 정리가 돼가네,일상
맛있는 거 먹고 싶은데 살 찔까봐 걱정돼,일상
맛있는 냄새나,일상
맛집 가고 싶어,일상
맛집 다녀왔어,일상
맛집갈까,일상
망고빙수 맛있다,일상
맞는 결정을 한거겠지?,일상
맞는 선택일까,일상
맞춤법 많이 틀리는 사람,일상
맞춤법 자꾸 틀리는 사람,일상
맞춤법을 자꾸 틀리는 남친 깬다,일상
매운 국물 떡볶이 먹고 싶다,일상
매운 닭발 먹고 싶다.,일상
매운 칼국수 고고?,일상
매일 아침 피곤해,일상
매일 타는 버스에서 보는 그 사람,일상
매콤한 닭발 생각나,일상
맥주 마셔야지,일상
맥주 마실까 소주 마실까,일상
맥주 소주 어떤거 마실까,일상
맥주 한 잔 어때?,일상
맥주 한 잔 할래?,일상
맥주 한 잔 해야지,일상
맨날 놀기만 했으면 좋겠어,일상
맨날 똑같아,일상
맨날 똑같애,일상
맨날맨날 똑같아,일상
맨몸으로 결혼하기 가능?,일상
머리 기름낀거 티나나?,일상
머리 깎고 올게,일상
머리 깎아야겠다.,일상
머리 깎아야지,일상
머리 냄새날텐데,일상
머리 다듬어 달라고 그럴까?,일상
머리 또 잘라야 돼,일상
머리 바꿀까,일상
머리 스타일 바꿀까,일상
머리 아파,일상
머리 아픈 거 같애,일상
머리 안 감은 거 티나나?,일상
머리 안감았더니 떡졌어,일상
머리 어떻게 깎을까?,일상
머리 어떻게 할까?,일상
머리 염색 해야지,일상
머리 용량 초과,일상
머리 좀 다듬을까,일상
머리 짧게 잘라야지,일상
머리 하나도 안 남을 것 같아,일상
머리 한 대 맞은 거 같아,일상
머리 확 잘라버려야지,일상
머리가 너무 빨리 자라,일상
머리가 너무 아프네,일상
머리가 띵한게 한 대 맞은거 같아,일상
머리가 띵해,일상
머리가 좀 아프다.,일상
머리가 지끈거려,일상
머리가 콕콕 쑤셔,일상
머리만 바빠,일상
머리스타일 바꿔볼까?,일상
머리스타일 어떻게 바꾸지,일상
머리에서 열날거 같다.,일상
머리카락 많이 빠져,일상
머리카락 쑥쑥 빠지는 느낌,일상
머리카락이 엄청 빠져,일상
머리카락이 자꾸 빠져,일상
머릿결 좀 찰랑거렸으면 좋겠어.,일상
머릿속이 복잡해,일상
머릿속이 정리 안돼,일상
머릿속이 하얘졌어,일상
먹고 나니까 졸리당,일상
먹고 살기 힘들다,일상
먹고 자고,일상
먹고 자고 놀고만 싶어,일상
먹고 자고 먹고 자고,일상
먹고 자도 놀기만 해도 될까,일상
먹고 자도 되나,일상
먹고 죽을 돈도 없어,일상
먹기도 귀찮아,일상
먹으면 살 찔까봐 걱정돼,일상
먹을 거 뭐 없나,일상
먹을 거 하나도 없어,일상
먹을 게 일도 없어,일상
먹을까 참을까,일상
먹통이야 답답하다,일상
먼저 잘게 잘자,일상
먼지 때문에 목아파,일상
먼지 싫다,일상
먼지 지수 어때,일상
먼지 콜록콜록,일상
먼지가 너무 많아,일상
먼지가 많나,일상
먼지가 쌓였네,일상
멋지게 나이들고 싶다,일상
멋지게 늙고 싶다,일상
멋지게 살고 싶었는데,일상
멋진 데 알아 냈어,일상
멋진 삶을 살고 싶어,일상
멍 때리기,일상
멍 때리는 중,일상
멍청한게 탈이지,일상
메뉴얼이 있으면 뭐하나,일상
메뉴얼이 있으면 뭐해,일상
메모리카드 어디다 두었을까,일상
메모리카드 잃어버렸어,일상
메모하는 습관 필요해,일상
메모하는 습관을 기르고 싶어,일상
메이크업 동영상 보는 중,일상
며칠 전에 다시 만났는데,일상
면도 귀찬하,일상
면도기 또 사야돼,일상
면도기 사야되는데,일상
면도기 새로 사야돼,일상
면도기랑 이것저것 사야되는데,일상
면도안하면 안되나,일상
면도하기 귀찮,일상
면도하는 게 낫겠지?,일상
면도해야 되는데 귀찮아,일상
면세에서 뭐 사지,일상
면세점에서 쇼핑할거야,일상
면접 때 너무 떨려,일상
면접 어떻게 잘 보냐,일상
면접 잘 보고 싶어,일상
면접 잘 볼 수 있을까,일상
면접 준비 방법,일상
면접 준비 어떻게 하지,일상
면접 준비중이야,일상
면접 팁 좀 줘,일상
면접만 남았어,일상
면접만 보면 돼,일상
면접만 보면 떨려서 말을 못하겠어,일상
면접이 코앞이야.,일상
면허 따는 중,일상
면허 따야하나,일상
면허 딸까봐,일상
면허 없는데,일상
면허 없는데 따야겠지,일상
명절 다가오니까 스트레스,일상
명절 선물 뭐하지,일상
명절 스트레스,일상
명품 선물 부담스러울까,일상
명품 이제 사지 말아야겠어,일상
몇 반 될지 궁금해,일상
몇시간 동안 안와,일상
모공 너무 커,일상
모공 점점 커지는 것 같아,일상
모기가 너무 많아.,일상
모기가 웽웽거려.,일상
모든 일이 어려워,일상
모르겠는데 노력하래,일상
모르는 걸까? 모르는 철 하는 걸까?,일상
모르는 게 너무 많아,일상
모르는 번호로 전화왔어,일상
모르는 번호에서 전화오면?,일상
모르는 사람 만나는거 너무 스트레스야,일상
모르는 사람들이 페친 신청해,일상
모르는 사람이 자꾸 쳐다봐,일상
모른 척 하는 건지 모르는 건지,일상
모른 척 하는건가,일상
모른척 지나쳤어,일상
모른척 해줬어,일상
모임에서 만났어,일상
목 마르다.,일상
목 말라,일상
목 아파,일상
목 탄다,일상
목걸이 선물이 좋겠다.,일상
목걸이 선물해볼까?,일상
목돈 만들기,일상
목소리 좋은 사람이 좋아,일상
목욕탕 가서 때밀어야겠다.,일상
목욕탕 가야지,일상
목이 바싹바싹 탄다,일상
목이 뻐근해,일상
목이 뻑뻑해,일상
목이 칼칼해,일상
목표가 없어,일상
목표가 없어서 걱정임,일상
몰라서 당했어,일상
몰랐구나,일상
몸매가 탄탄하면 좋은데,일상
몸무게 좀 줄었으면,일상
몸살 감기에 걸릴 거 같아,일상
몸살 나서 힘들어,일상
몸살 났나봐,일상
몸에 힘이 하나도 없어,일상
몸에서 멀어지면 맘에서도 멀어진데,일상
몸이 무거워,일상
몸이 여러 개면 좋겠다,일상
몸이 영 찌뿌둥해,일상
몸이 찌뿌둥해,일상
몸이 천근만근이다,일상
못 알아들었어,일상
못하는 게 없는 사람,일상
못하는거 투성이야,일상
못하는게 너무 많아,일상
무기력증 극복하는 방법,일상
무기력증 어떻게 극복하지?,일상
무기력한 것일뿐,일상
무기력해,일상
무료 앱이 유료로 됐어,일상
무릎 쑤셔,일상
무릎 아파,일상
무릎 안 좋으면 스쿼트 하면 안되겠지?,일상
무리에 잘못 낀 듯,일상
무사안일 기원,일상
무서운 꿈 꿨어,일상
무서운 이야기 해줄까?,일상
무서워서 달려왔어,일상
무서워서 뛰어 왔어,일상
무서워요,일상
무슨 말을 해야할까,일상
무슨 매주 결혼식이야,일상
무슨 생각해,일상
무슨 향수가 좋을까,일상
무지 덥다,일상
무한리필 가면 너무 돼지처럼 보일까,일상
무한리필 괜찮지 않아?,일상
문 안열림,일상
문 여는 소리같은게 나서 무서움,일상
문 잠겼는데 집에 아무도 없네,일상
문신하고 싶은데 후회할까?,일상
문신하면 후회하려나?,일상
문열다 옆차랑 부딪혔어.,일상
문이 안열려,일상
문자보낼 친구도 없어,일상
문콕당했어,일상
문콕한듯,일상
문화가 너무 다른 것 같아,일상
문화센터 가야지,일상
문화센터라도 가야겠다.,일상
물 끓여서 차 마셔야지,일상
물 끓여야지,일상
물 너무 차가워,일상
물 마셔야지,일상
물 마실라구,일상
물 많이 마셔야 돼,일상
물 많이 마시라고 했는데,일상
물 자주 마셔야지,일상
물 좋은데 어디야?,일상
물 주문해야지,일상
물 차가워,일상
물 한 잔 마시기,일상
물가 왤케 비쌈,일상
물가가 왜 이렇게 비쌈,일상
물건 사는것도 힘드네,일상
물걸레질해야지,일상
물리치료 받아야 하나,일상
물리치료 받아야겠다,일상
물배달 시켜야겠다.,일상
물이 안 나와,일상
물이 안나온데,일상
뭐 먹을 거 없나,일상
뭐 먹을까?,일상
뭐 먹지?,일상
뭐 물어 볼까,일상
뭐 볼까?,일상
뭐 이렇게 쉬운 게 없지,일상
뭐 입고 가지?,일상
뭐 입고 나가지?,일상
뭐 입지?,일상
뭐 좀 먹을까?,일상
뭐 좀 물어 봐도 돼,일상
뭐 좀 배워볼까봐,일상
뭐 하는 중?,일상
뭐 하는지 궁금해,일상
뭐 할줄 알아,일상
뭐 해?,일상
뭐 해주기가 싫어,일상
뭐가 잘못된 걸까,일상
뭐가 중요한지 모르겠어,일상
뭐라 하려다 참았어,일상
뭐라고 하고 싶었는데 참았어,일상
뭐라고?,일상
뭐라도 배워볼까,일상
뭐부터 바꿔야 할까,일상
뭐야 너무 건방져,일상
뭐하고 놀지,일상
뭐하고 살지,일상
뭐하냐?,일상
뭐하는 분이세요?,일상
뭐하면 시간이 잘 갈까,일상
뭐하면서 노는 게 좋을까,일상
뭐하면서 놀까,일상
뭐할까?,일상
뭐해 먹지,일상
뭔 날이여?,일상
뭔 비밀이 그렇게 많은지,일상
뭔 참견이야,일상
뭔가 뒷맛이 쓰다,일상
뭔가 말해봐,일상
뭔가 무섭다,일상
뭔가 배워볼까,일상
뭔가 불공평해,일상
뭔가 새로운 자극이 필요해,일상
뭔가 수상한데?,일상
뭔가 자꾸 불안해,일상
뭔가 찔려,일상
뭔가 취미생활 필요해,일상
뭔가 해야 할까,일상
뭘 바꿔야 할까,일상
뭘 배워 볼까,일상
뭘 잘못했다는 걸까,일상
뭘 해도 재미없다.,일상
뭘하면 행복할까?,일상
뭘해도 귀여워,일상
뭣이 중한지 모르겠어,일상
미끄러질 뻔했어,일상
미드 보고싶다,일상
미래에 대한 고민,일상
미세먼지 나쁨인가,일상
미세먼지 때문에 짜증나,일상
미세먼지 또 나쁨,일상
미세먼지 심하대,일상
미세먼지 지수 뭐야?,일상
미세먼지 지수 어떻대?,일상
미세먼지 최악인데,일상
미세먼지가 너무 많아,일상
미세먼지가 너무 많아. 하늘이 뿌옇다.,일상
미세먼지가 너무 많아서 짜증나,일상
미용 몸무게하고 싶다,일상
미용실 가서 머리해야지,일상
미용실 가야지,일상
미용실 갔다왔는데 티가 안 나,일상
미용실에서 너무 티 안 나게 머리를 잘라줬어,일상
미운 짓만 해,일상
미워,일상
미워한다,일상
미친 사람들이 너무 많아,일상
미친듯이 덥다,일상
미팅한다!,일상
믿는 게 아니었어,일상
믿지 말껄,일상
밉다 진짜,일상
바나나 먹고 싶다.,일상
바나나 먹어야지,일상
바나나가 좋아,일상
바다 가자고 하면 갈까?,일상
바다 놀러가고 싶다,일상
바다 놀러가자고 해볼까?,일상
바다 보러 가자고 말해야겠다.,일상
바다 보러 가자고 해볼까,일상
바다가 가고 싶어요,일상
바라는게 없어,일상
바람 많이 부네,일상
바람 분다,일상
바람 쐬러 나갈까,일상
바람쐬러 정동진가,일상
바람이 너무 많이 부네,일상
바본가봐,일상
바쁘네,일상
바지 입을까? 치마 입을까?,일상
밖에 나가기 귀찮아,일상
밖에 안나가고 이렇게 살고 싶어,일상
밖에서 먹으니까 더 맛있어,일상
반 배정 내가 원하는 대로 될까,일상
반 배정 잘 될까?,일상
반 배정 좀 잘 됐으면 좋겠다,일상
반가워,일상
반가워요 반갑구만,일상
반갑습니다.,일상
반딧불이 보고싶다,일상
반배정 망했어,일상
반배정부터 올해 끝났다.,일상
반에 친구가 없어,일상
반장 나가볼까?,일상
반장 선거 나가볼까,일상
반장은 원래 힘들어?,일상
반장이라서 힘들어,일상
반지 많이 비쌀까,일상
반지 뭘로 선물할까?,일상
반지 받았어,일상
반지 비싼가,일상
반지 선물 뭘로 할까?,일상
반지 선물하려고,일상
반지 선물하면 좋아하겠지,일상
반지 호수 모르는데,일상
반지 호수 물어볼까,일상
발 부었어,일상
발 아파,일상
발레 배우려고,일상
발레 배워보려고,일상
발렌타인데이 선물 비싸,일상
발렌타인데이 선물 줄 사람이 없어,일상
발렌타인데이 초콜릿 비싸,일상
발렌타인데이인데 줄 사람이 없어,일상
발목 다쳤어,일상
발목 삐끗했어,일상
발목 삔 거 같애,일상
발목 접질렀어,일상
발톱 손질 받을까,일상
발표 무사히 끝내고 싶어,일상
발표 잘 하고 싶어,일상
발표 준비 너무 힘들어,일상
발표 준비하느라 힘들어,일상
발표가 안나,일상
발표할때 너무 떨려,일상
발표할때 자꾸 떨려,일상
밤 12시야,일상
밤 샜어,일상
밤샜어,일상
밤에 잠이 안 와,일상
밥 너무 많이 남음,일상
밥 너무 많이 함,일상
밥 먹다 옷에 흘렸어,일상
밥 먹다 흘렸어,일상
밥 먹어야지,일상
밥 먹었는데 배고파,일상
밥 먹었는데도 또 배고파,일상
밥 먹었니,일상
밥 먹었어?,일상
밥 뭐 먹을까,일상
밥 잘 사주는 예쁜 누나 어디 없나,일상
밥 탔다,일상
밥 태웠어,일상
밥먹자.,일상
밥벌이 뭐하나,일상
밥생각이 없어,일상
밥이 없어,일상
밥이나 먹자,일상
방들이 귀찮아,일상
방들이 준비 뭐하지?,일상
방법도 안 말해주고 그냥 열심히 하래,일상
방심하는게 아니었어,일상
방에 먼지가 한가득,일상
방탈출 게임 갔다왔어.,일상
방탈출 게임 했어,일상
방학 끝나서 좋아,일상
방학 안 끝났으면 좋겠다,일상
방학에 만날 사람이 없네,일상
방학은 너무 심심해,일상
방학이 끝났다니,일상
방학이 있었으면 좋겠어,일상
방학이 있었으면.,일상
방학이 필요해,일상
방학인데 집에만 있어.,일상
방학했더니 심심해,일상
배 아파서 기분이 안 좋아,일상
배 아프다,일상
배 터지겠네,일상
배 터지겠다.,일상
배가 너무 고파,일상
배가 넘넘 고파,일상
배고파,일상
배고파 죽을 것 같아 힘이 없어,일상
배고파서 일어났어,일상
배고파서 자다 깼어,일상
배고파서 힘이 없어,일상
배고프다.,일상
배고프당,일상
배고프면 예민함?,일상
배고픈 거 같아,일상
배달 중이래,일상
배부르고 졸려,일상
배부르니 졸리다,일상
배불러,일상
배불러서 배 터질 듯,일상
배송 중이래,일상
배에서 꾸룩꾸룩 소리 남,일상
배에서 소리 남,일상
배워도 모르는 게 너무 많아,일상
배터리 간당간당,일상
백조됐어,일상
뱃살 나온 거 같아,일상
뱃살 나와,일상
뱃살 빵빵,일상
뱃살이 잡혀,일상
버려야 되는데..,일상
버리기 아까운데 리폼 해볼까,일상
버릴 건 버려야 겠지,일상
버림 받은 느낌,일상
버스 기다릴 때 가면 자꾸 생각나,일상
버스 끊겼다,일상
버스 멀미나,일상
버스 멀미하는 것 같아,일상
버스 정류장에서 기다리고 있었어.,일상
버스 정류장에서 기다리던 사람,일상
버스 정류장하면 생각나,일상
버스가 안와,일상
버스가 왜이렇게 안오지,일상
버스에서 매일 보는 사람,일상
버스타면 힘든데 그냥 택시탈까,일상
버스탈까 택시탈까,일상
번호 달라고 해볼까?,일상
번호 따볼까나,일상
번호키 누르는 소리가 나서 무서움,일상
벌써 개강이라니,일상
벌써 방학 끝이라니,일상
벌써 생활비가 없어,일상
벌써 잠 와,일상
벌써 허기진다,일상
법을 요리조리 피해가는 사람,일상
법을 피해가는 사람,일상
벗어나고 싶어,일상
벚꽃 예쁘다,일상
벚꽃구경 가고싶다.,일상
벚꽃이 너무 예뻐,일상
베란다 좀 가꿔볼까,일상
베란다도 꾸미니까 예쁘더라.,일상
베란다에 뭐 심어볼까,일상
베터리 15야,일상
베터리 겨우 15야,일상
베터리 충전기도 안 가져 왔네,일상
베트남 사업하기 좋을 것 같니?,일상
베트남어 배우는 거 어떻게 생각해?,일상
베트남어 배울까,일상
베트남에서 사업해볼까?,일상
베프랑 다툼,일상
베프랑 싸움,일상
벨이 울리는 걸 기다려,일상
변기 막혔는데 아무 생각이 안 난다.,일상
변기 막혔어,일상
변명거리 생각해봐,일상
변명거리가 생각이 안나,일상
변한게 없어,일상
변한게 하나도 없어,일상
변화가 없어,일상
변화를 좀 주고 싶다.,일상
별 보러 가고 싶다,일상
별 보러 시골 가고 싶다,일상
별 사람이 많다,일상
별 일 없었어?,일상
별거 아닌데 떨려,일상
별것도 아닌 거 가지고 트집잡는 사람 어떡해?,일상
별님에게 물어 보렴,일상
별다른 게 없는 일상,일상
별다른 게 없어,일상
별다를 게 없는 하루,일상
별들에게 물어봐,일상
별의별 사람이 다 있는 듯,일상
별이 안 보여,일상
병무청 시계는 지금도 간다,일상
병원 가기 싫어,일상
병원 너무 가기 싫다,일상
보기만해도 짜증이 나지,일상
보너스 깎였어,일상
보드 타러 가야지,일상
보드게임 재밌다,일상
보름달 떴다,일상
보름달을 봤어,일상
보이스피싱 같아,일상
보이스피싱 같은데,일상
보이스피싱 당했어,일상
보이스피싱 전화왔어,일상
보이스피싱인듯,일상
보일러 틀고 나갔어,일상
보일러 틀어놓고 나왔어.,일상
보조 배터리 안 가지고 왔다,일상
보조베터리 안 가져왔다,일상
보증금 마련하는 게 쉽지 않네,일상
보증금 모잘라,일상
보험 많이 든 거 같애,일상
보험 많이 들었어,일상
보험료 설계 다시 해야 하나?,일상
보험료 재설계 해야 하나?,일상
복 받겠지?,일상
복근 만들어야지,일상
복근 좀 생겼으면,일상
복붙으로 끝내더라.,일상
복수전공하고 싶어,일상
복전신청했어,일상
복전하고 싶어,일상
복전하면 좋아?,일상
복전하면 힘들텐데 그래도 하는게 나을아?,일상
복전했어,일상
볼링 치고 놀았어,일상
볼링 치고 옴,일상
봄날이 기대돼,일상
봄방학이다!,일상
봄방학했어,일상
봄에 동물원 가는거 어때?,일상
봄에 동물원 데이트 어때?,일상
봄이 오긴 오나봐,일상
봄이 왔어,일상
봄이 왔으면 좋겠어,일상
봄이다,일상
봄인가봐,일상
봉사도 하고 사랑을 베풀고 싶어,일상
봉사활동 해볼까,일상
봉사활동도 좀 해야 하는데,일상
부담스러운 기대 좀 떨쳐낼 없을까?,일상
부드러운 이불에서 나가기 싫어,일상
부모님 노후가 걱정돼,일상
부모님 말 안듣고 반항했어,일상
부모님 모실 수 있을까?,일상
부모님 선물 추천.,일상
부모님 선물 추천해줘,일상
부모님 선물은 뭐가 좋음?,일상
부모님 선물은 뭐할까?,일상
부모님이 같이 살자셔,일상
부모님이 내 꿈을 무시해,일상
부모님이 내 꿈을 반대해,일상
부모님이 선 보래,일상
부모님처럼 살고 싶다,일상
부모님한테 반항했어,일상
부산 갈까?,일상
부산 놀러갈까?,일상
부업할까?,일상
부자 되게 해주세요,일상
부자 백수 하고 싶어,일상
부자로 태어 났으면 좋을 텐데,일상
부자친구 스트레스,일상
부케 누가 받지?,일상
부케 뭐로 하지,일상
부케 어떤 꼿으로 하지,일상
부팅 시간 너무 오래 걸려,일상
분식 먹고 싶아.,일상
분위기 있는 데서 데이트하고 싶어,일상
분위기 좋았는데 망,일상
분위기 좋았는데 망했다,일상
분위기 좋은 곳에서 데이트하고 싶어,일상
분통 터지지만 포기안한다고 말했네요,일상
불 날 뻔,일상
불 날 뻔했어,일상
불공평해,일상
불만을 입에 달고 다니는 사람 때문에 고민이야,일상
불만이 너무 많아,일상
불만족스러워,일상
불면증 온 거 같아.,일상
불면증인가,일상
불면증인가봐,일상
불안해,일상
불편한 사이가 된 거 같아,일상
불효자는 웁니다.,일상
뷔페 가고 싶어,일상
블랙데이인데 짜장면 같이 먹을 사람이 없어,일상
블랙박스 제대로 찍혔을까,일상
